Gene ID	7H9_R1	7H9_R2	Heat shock_R1	Heat shock_R2	Oxi.stress_R1	Oxi.stress_R2	acidic pH_R1	acidic pH_R2	HPC treated_R1	HPC treated_R2	Cow_R1	Cow_R2
MAP2167c	1484.6	1260.8	1239.0	1245.5	1764.5	1299.9	268.7	702.2	5.0	420.0	3191.0	2580.7
MAP2168c	79.6	5.0	5.0	5.0	5.0	123.6	5.0	5.0	5.0	5.0	315.5	774.6
MAP2169c	596.3	5.0	468.1	28.1	54.1	137.7	150.1	387.2	111.1	32.6	50.3	58.9
MAP2170c	676.4	52.4	970.9	5.0	400.9	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP2171c	5.0	353.9	201.4	396.3	267.4	178.4	505.7	346.4	821.7	2280.6	4419.4	6395.9
MAP2173c	646.8	1439.7	660.1	1554.7	2997.7	3332.3	286.4	947.9	169.9	242.7	748.6	867.4
MAP2174c	5.0	26.5	5.0	5.0	1034.6	1615.2	21.4	195.5	5.0	5.0	5.0	5.0
MAP2175c	5.0	5.0	5.0	5.0	5.0	5.0	3536.6	669.6	1764.2	2469.8	5.0	878.1
MAP2176c	2291.8	2454.1	2169.7	1329.5	3274.6	3195.2	1489.3	1442.0	677.9	1250.6	4735.3	12102.9
MAP2177c	2729.3	3391.4	2523.3	2710.7	3189.2	3309.2	3516.5	1860.4	4317.7	5540.8	9424.7	7358.5
MAP2178	1686.8	2084.1	1402.3	1750.8	2161.2	1082.7	1589.6	1013.2	256.0	857.7	1655.4	2601.9
MAP2182c	240.8	5.0	5.0	200.7	3.9	409.3	5.0	412.5	218.1	5.0	5.0	5.0
MAP2197	1536.8	1453.4	1067.8	1878.1	1787.4	1892.1	5.0	5.0	5.0	5.0	44.6	5.0
MAP2198	5.0	5.0	5.0	5.0	5.0	5.0	5.0	115.1	5.0	250.4	709.9	5.0
MAP2199	5.0	5.0	5.0	199.3	331.2	254.1	5.0	152.4	5.0	5.0	7407.9	5408.2
MAP2200	5.0	5.0	5.0	5.0	5.0	5.0	202.3	5.0	757.8	36.5	443.3	5.0
MAP2201	108.4	5.0	5.0	5.0	5.0	5.0	5.0	315.4	5.0	137.5	5.0	5.0
MAP2202c	80.9	5.0	189.7	267.1	127.1	405.7	5.0	547.8	5.0	5.0	1262.6	1252.4
MAP2204c	1763.4	1519.6	1833.0	2006.1	1542.3	1643.6	2466.5	2013.9	1367.8	2036.1	1371.2	1511.8
MAP2205c	496.4	5.0	186.3	5.0	897.5	502.4	260.2	28.4	5.0	260.1	5.0	5.0
MAP2206	1604.8	1659.9	1095.0	2071.5	1660.6	1467.1	137.5	1095.0	5.0	5.0	732.7	750.8
MAP2207c	994.8	1063.6	1028.8	1353.5	1218.9	1309.9	5.0	5.0	5.0	5.0	260.7	146.5
MAP2208	992.6	646.6	1019.7	589.0	1257.4	831.0	1788.5	1222.7	2621.5	3273.3	129.3	343.8
MAP2209	520.2	304.3	906.6	493.3	3062.8	1213.6	5.0	5.0	5.0	5.0	5.0	5.0
MAP2210c	105.8	5.0	5.0	375.7	115.4	5.0	680.4	597.6	32.6	447.6	5.0	5.0
MAP2211c	1064.8	1242.1	957.2	837.5	1210.7	937.5	437.5	859.4	5.0	206.5	130.9	777.3
MAP2212c	4768.9	7297.3	6743.6	2843.5	5070.0	2844.2	5.0	1029.0	263.3	610.7	1564.4	3072.2
MAP2213c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	124.6	1506.1
MAP2214c	3663.4	6030.9	4623.0	5398.7	5343.6	3459.2	492.3	1996.2	609.5	962.1	5797.9	8975.9
MAP2215	5.0	5.0	75.0	15.0	52.2	5.0	384.5	480.5	5.0	64.6	5.0	5.0
MAP2216c	2562.2	1827.7	1922.9	1113.3	1357.0	1772.0	5.0	448.1	143.2	5.0	5.0	5.0
MAP2217c	884.3	289.4	555.9	414.8	414.6	451.4	1717.2	676.8	638.2	686.7	138.4	417.5
MAP2218	5.0	221.5	5.0	5.0	100.2	5.0	57.5	5.0	5.0	5.0	5.0	5.0
MAP2219c	1102.4	1277.8	1093.9	2236.1	1719.6	1658.2	5.0	1973.1	5.0	5.0	5.0	5.0
MAP2220	915.4	872.0	968.5	679.0	791.8	600.7	5.0	5.0	5.0	5.0	1284.3	3171.3
MAP2221c	1414.4	3492.6	2276.8	1487.1	1025.6	1051.0	5.0	816.2	5.0	5.0	1061.3	2521.2
MAP2222c	5.0	126.8	5.0	5.0	146.3	5.0	2090.3	1369.1	695.3	760.4	5.0	5.0
MAP2223c	303.5	867.6	23.9	2294.9	932.6	1316.0	4206.3	3925.6	2896.1	3620.5	2450.6	2344.6
MAP2224	5.0	5.0	5.0	5.0	5.0	5.0	396.6	1939.0	5.0	305.9	3804.3	4831.3
MAP2225c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP2226c	1209.6	2342.5	828.3	5.0	871.5	837.8	5.0	654.2	511.2	545.4	1198.5	358.6
MAP2227	462.0	228.8	347.0	323.3	277.7	223.1	5540.7	3280.9	8350.9	7587.7	5.0	5.0
MAP2228	1209.0	5.0	1087.0	394.4	495.5	521.9	170.6	400.2	5.0	182.3	1035.7	5.0
MAP2229	79.1	5.0	428.0	5.0	5.0	5.0	272.9	164.9	158.6	524.1	5.0	5.0
MAP2230c	868.4	1411.1	212.6	667.0	506.6	198.6	5.0	251.5	14.8	159.5	3569.6	3115.2
MAP2231	2175.9	3023.3	2563.8	2301.8	3024.0	2671.9	1861.3	1803.2	2855.0	3984.9	932.7	1756.8
MAP2232	1110.6	1448.1	673.9	1082.6	1072.4	952.2	5.0	5.0	5.0	5.0	723.1	1182.1
MAP2234	1492.7	969.6	1608.8	878.4	1161.4	1103.2	531.4	778.7	461.8	545.0	1306.1	1145.3
MAP2235	861.1	1318.2	816.0	850.9	689.3	838.9	5.0	54.3	736.5	612.0	5.0	5.0
MAP2236	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	20.6	5.0	922.0
MAP2237	1072.5	1071.5	1319.2	1102.6	1257.5	931.8	5.0	204.2	5.0	5.0	3573.8	4774.0
MAP2238	192.9	5.0	460.2	22.0	5.0	5.0	5.0	5.0	5.0	5.0	428.5	109.4
MAP2239	792.7	765.3	486.3	832.6	895.4	458.7	5.0	574.2	5.0	5.0	5.0	5.0
MAP2240c	5.0	5.0	5.0	5.0	5.0	5.0	385.1	5.3	5.0	161.8	5.0	5.0
MAP2241c	1722.8	668.6	1757.2	1491.4	692.4	728.2	490.5	873.5	253.3	729.9	643.6	5.0
MAP2242c	5.0	5.0	5.0	5.0	5.0	5.0	78.3	33.3	5.0	5.0	5.0	5.0
MAP2243c	1033.6	677.8	930.3	423.9	5.0	674.3	5.0	5.0	5.0	5.0	1793.6	2849.8
MAP2245c	1293.6	329.9	758.3	1152.1	996.0	637.6	635.8	1034.1	445.7	814.3	1410.0	508.1
MAP2246c	984.4	681.9	767.4	845.3	1176.8	891.2	5107.6	3917.9	6945.0	3754.4	3019.2	447.6
MAP2247c	642.8	101.3	424.9	511.4	422.9	324.3	1230.1	604.4	1096.0	1303.0	151.7	5.0
MAP2248c	1981.2	2034.5	2088.6	1194.3	1866.4	2091.0	223.3	1044.5	5.0	450.1	2988.9	3666.6
MAP2250c	55.3	5.0	5.0	5.0	5.0	5.0	874.5	153.5	349.5	723.9	5.0	5.0
MAP2251	193.6	5.0	12.2	5.0	19.0	5.0	1537.0	719.8	737.7	2225.0	5.0	5.0
MAP2252c	5.0	5.0	5.0	5.0	5.0	5.0	1039.7	523.1	5.0	313.3	5.0	5.0
MAP2253	951.2	396.0	677.3	600.7	754.8	560.8	250.8	394.7	12.5	261.3	977.3	1469.1
MAP2254	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP2255	1390.5	563.6	1034.9	659.8	498.7	487.8	5.0	5.0	5.0	203.0	4082.0	1140.5
MAP2256	411.9	14.6	545.5	5.0	273.7	5.0	461.1	545.8	5.0	347.2	1251.7	5.0
MAP2257	508.5	5.0	70.5	134.4	329.7	196.6	507.6	308.3	7310.6	5932.6	5.0	5.0
MAP2258c	768.9	5.0	64.9	49.1	5.0	5.0	973.8	627.8	128.0	1042.7	5.0	1007.2
MAP2259	410.4	75.2	248.3	84.5	5.0	898.9	2186.0	1231.4	1047.3	1509.1	5.0	5.0
MAP2260	852.4	512.4	5.0	562.4	199.5	147.6	2284.8	1539.4	1565.0	3629.9	66.6	5.0
MAP2261c	37.0	132.3	5.0	5.0	5.0	5.0	5.0	595.6	5.0	61.4	5.0	314.5
MAP2262	5.0	5.0	5.0	5.0	5.0	5.0	10182.5	4102.0	10755.1	13144.3	5.0	5.0
MAP2263c	271.5	73.3	5.0	520.8	197.4	258.6	5.0	5.0	5.0	5.0	421.7	528.9
MAP2264c	3406.6	3593.7	3353.7	2937.4	3530.4	2825.9	1678.4	2108.4	6016.9	3698.9	1411.2	1870.8
MAP2265c	73.6	5.0	5.0	127.3	5.0	335.7	5.0	228.4	5.0	5.0	5.0	5.0
MAP2266c	4297.7	1570.7	3484.4	2628.3	2073.0	2051.0	5.0	1914.1	5.0	5.0	5.0	5.0
MAP2267c	257.5	9.0	590.2	218.7	5.0	5.0	1470.7	961.6	1807.7	1498.8	5.0	5.0
MAP2268c	1451.5	2162.0	2199.9	1700.5	1253.5	1320.7	571.8	873.2	958.2	290.6	1143.1	326.6
MAP2269c	2658.0	3510.8	2861.3	4370.0	4501.5	3501.5	1128.2	1873.6	724.5	913.0	2745.6	2686.8
MAP2270c	812.8	1146.9	1186.9	1441.7	2450.6	1637.3	878.2	924.9	260.4	893.8	5.0	5.0
MAP2271c	5.0	5.0	103.9	5.0	5.0	5.0	1710.6	685.5	5.0	1275.4	1776.2	2636.0
MAP2272c	356.9	5.0	5.0	354.9	233.9	93.1	5198.9	4983.0	5487.0	6043.6	5.0	5.0
MAP2273c	655.9	5.0	586.9	5.0	5.0	261.7	5.0	5.0	5.0	5.0	5.0	5.0
MAP2275c	5.0	5.0	5.0	5.0	374.1	420.9	5.0	5.0	168.1	5.0	724.1	5.0
MAP2276c	327.8	308.8	524.1	1376.3	2065.4	1865.5	5.0	1187.1	5.0	5.0	742.8	709.4
MAP2277c	2413.0	2539.7	2813.6	4133.7	4927.9	4359.4	5348.2	5797.4	8062.4	6695.2	1052.1	1062.8
MAP2278c	590.8	417.9	769.3	1560.6	437.0	798.8	4312.6	3377.7	5203.2	3668.6	325.4	5.0
MAP2279	5.0	5.0	5.0	5.0	5.0	272.9	2038.8	974.1	3292.4	4890.5	1189.7	810.5
MAP2280c	2044.3	1572.4	1820.7	2208.5	2046.9	2123.6	5.0	1684.3	1002.6	560.5	5022.1	3033.6
MAP2281c	1160.0	517.9	1575.1	2296.1	1496.7	1329.1	5.0	5.0	5.0	5.0	605.4	5.0
MAP2282c	5.0	5.0	5.0	44.6	192.4	5.0	5.0	5.0	5.0	5.0	3241.9	874.5
MAP2283	1595.0	654.6	1721.5	2001.2	1889.7	1193.4	847.1	1225.2	496.3	928.5	998.6	581.7
MAP2284c	5.0	5.0	5.0	5.0	5.0	5.0	6243.0	3176.9	5672.4	5676.7	5.0	5.0
MAP2285c	381.6	312.8	5.0	115.5	134.2	781.6	5.0	597.6	5.0	84.0	5.0	190.7
MAP2286c	3343.9	3280.6	3441.0	3201.6	9356.1	8769.8	5.0	1251.6	5.0	101.0	19.7	197.3
MAP2287	608.1	429.8	313.6	467.5	622.8	99.5	8155.5	3201.5	8614.7	8714.4	5.0	5.0
MAP2288c	5.0	5.0	5.0	5.0	5.0	5.0	876.2	681.3	5.0	5.0	5.0	5.0
MAP2289c	525.1	5.0	412.5	306.0	5.0	120.0	3109.0	1978.9	4755.4	3858.6	5.0	193.5
MAP2290c	2956.4	2083.7	2771.9	2478.9	3158.5	1423.6	5.0	5.0	5.0	5.0	1658.3	1259.0
MAP2291	1070.5	501.8	788.1	516.0	896.7	389.6	5.0	262.8	5.0	5.0	325.5	660.5
MAP2292	1164.8	1445.2	1278.4	1624.2	2054.6	2149.3	99.6	848.8	5.0	32.2	2722.8	3308.4
MAP2293c	1645.3	1943.2	1273.8	1232.5	1375.8	1181.2	2018.6	967.4	1580.1	2038.7	5.0	5.0
MAP2294c	184.5	889.3	509.4	73.3	376.8	251.5	6159.8	2698.7	12640.7	11458.9	5.0	5.0
MAP2295c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP2296c	2767.8	4141.9	3521.9	1071.9	2082.7	1024.4	5999.7	3650.8	8990.9	9667.8	698.0	550.6
MAP2297c	5.0	5.0	5.0	5.0	5.0	5.0	353.4	84.2	686.1	271.9	5.0	5.0
MAP2298c	806.1	218.2	659.1	417.3	366.3	182.0	3181.4	1850.1	2931.6	4498.9	535.1	1751.7
MAP2299c	1057.3	216.4	1024.6	569.9	483.3	509.0	5.0	470.3	7.9	240.9	5.0	5.0
MAP2300c	843.7	1048.5	796.8	1193.3	1835.8	1472.0	2025.3	1185.5	1113.8	1162.2	3431.8	5942.9
MAP2301c	980.9	5.0	221.9	310.1	447.7	5.0	5855.3	5029.1	7602.9	7935.0	5.0	5.0
MAP2303c	1691.5	2055.0	1630.4	2292.8	2577.1	1969.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP2304	5.0	5.0	5.0	5.0	475.0	5.0	350.9	5.0	185.8	262.6	312.4	5.0
MAP2306	608.6	5.0	790.7	23.5	146.5	67.8	126.8	1529.6	1110.9	1986.7	5.0	5.0
MAP2307c	1565.4	1440.5	1220.4	1036.3	1199.4	597.3	5.0	5.0	5.0	5.0	3500.9	3827.2
MAP2308c	888.7	1178.8	535.9	1326.2	965.5	1093.5	57.5	849.0	5.0	376.3	5.0	5.0
MAP2309c	5.0	173.8	5.0	415.8	595.8	384.1	5.0	5.0	5.0	5.0	2175.8	5.0
MAP2310c	5.0	5.0	5.0	7.9	30.4	5.0	5.0	5.0	172.4	198.1	94.5	5.0
MAP2311c	875.3	1140.8	1540.5	31.9	574.7	424.3	5.0	333.0	5.0	5.0	1163.6	5.0
MAP2312c	5.0	5.0	5.0	5.0	5.0	5.0	1307.2	615.4	1616.7	962.6	5.0	5.0
MAP2313c	869.0	1860.0	1139.9	1341.6	1567.1	1285.0	5.0	967.2	264.7	22.6	5.0	5.0
MAP2314c	5.0	5.0	5.0	290.3	5.0	10.2	6622.2	3821.3	6052.7	5086.0	406.2	5.0
MAP2316	2410.6	1466.7	1949.5	1178.5	2166.2	1285.0	8061.9	6038.5	6450.1	6776.7	175.9	651.0
MAP2317c	1217.5	327.6	271.7	914.8	1163.3	564.2	2547.0	1251.6	795.8	543.6	323.3	5.0
MAP2318	532.0	5.0	179.0	5.0	5.0	5.0	1505.8	870.9	1441.3	1607.6	389.6	453.8
MAP2319c	593.6	449.0	332.5	618.8	663.7	485.9	237.7	254.5	416.1	5.0	39.4	5.0
MAP2320	860.0	680.2	859.4	350.4	654.3	453.6	2246.6	2464.5	3636.2	3596.2	5.0	5.0
MAP2321	1293.4	1309.9	1124.9	1340.8	1445.7	1287.5	1432.6	970.1	242.9	892.8	5.0	5.0
MAP2322c	610.9	323.0	498.8	416.0	709.0	524.9	2174.1	1437.9	947.6	2024.7	1639.0	1411.0
MAP2323c	2713.2	3054.5	2321.5	2478.9	2511.3	2448.6	705.7	1156.2	296.9	556.0	3807.6	6124.5
MAP2324c	1012.4	1030.7	582.5	503.3	663.5	731.4	678.0	686.5	152.9	444.4	1503.1	2265.2
MAP2325	684.3	455.4	666.4	934.4	879.7	621.7	5.0	5.0	5.0	5.0	5.0	87.3
MAP2326	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP2327	317.3	5.0	5.0	5.0	5.0	180.8	4184.3	2754.1	3706.0	4715.8	5.0	5.0
MAP2328c	441.6	1447.5	793.7	1362.9	970.9	759.9	358.0	881.8	5.0	5.0	5.0	335.1
MAP2329	945.2	267.6	936.5	1000.3	341.3	514.7	3008.1	1690.1	2507.3	2818.5	7266.5	10794.8
MAP2330c	1395.5	359.6	213.4	966.2	1010.8	599.1	2483.8	1962.4	1858.4	2407.1	5.0	71.8
MAP2331c	2919.6	2675.5	3139.6	2538.5	2736.8	1875.7	3877.4	2526.1	1762.1	1984.6	5.0	1952.0
MAP2332c	5.0	5.0	5.0	5.0	5.0	5.0	31.4	5.0	5.0	5.0	5.0	5.0
MAP2334c	1157.1	1236.8	1578.5	918.3	976.6	1038.5	470.2	833.2	5.0	405.4	510.0	235.6
MAP2335c	517.7	303.9	320.8	432.3	631.0	618.7	3309.0	1982.0	2020.2	843.4	1043.6	319.1
MAP2336	1722.0	968.4	1960.1	895.1	1063.8	859.3	2452.1	1331.3	5.0	838.0	4706.4	5218.3
MAP2337c	526.8	514.8	529.1	364.7	460.0	369.3	5.0	356.1	5.0	5.0	643.5	3085.0
MAP2338	428.3	9.9	340.2	5.0	5.0	449.5	5.0	161.0	31.9	85.2	5.0	5.0
MAP2339c	1395.4	728.5	988.0	991.2	1096.5	963.9	5.0	84.2	5.0	5.0	5.0	5.0
MAP2340c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	2293.9	343.0
MAP2341c	1170.3	1579.8	1057.6	1408.0	1979.8	2094.0	11.1	922.1	5.0	588.4	99.1	150.2
MAP2342c	5.0	5.0	5.0	324.3	294.1	218.0	180.6	577.5	134.6	201.5	5.0	5.0
MAP2343c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP2344	5.0	5.0	5.0	5.0	618.7	251.4	13.1	5.0	1.4	5.0	24.6	5.0
MAP2345c	951.5	513.4	584.4	630.9	497.8	955.9	233.1	5.0	23.8	436.0	5.0	5.0
MAP2346c	285.7	193.7	644.9	37.1	186.7	5.0	5.0	5.0	5.0	5.0	1246.6	2891.8
MAP2347	628.9	523.0	600.5	443.9	590.8	319.3	537.1	190.3	185.7	259.8	126.3	605.8
MAP2348	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP2349c	5.0	5.0	5.0	5.0	5.0	5.0	124.7	5.0	181.5	607.0	555.9	2486.8
MAP2350	2455.4	4720.0	3168.1	2672.5	3409.9	2426.1	2273.4	2731.6	324.7	1614.2	3696.4	2506.0
MAP2351	966.2	685.0	720.9	539.5	692.4	644.4	1507.0	1333.5	2696.3	2695.6	5.0	214.5
MAP2352	5.0	431.9	245.1	273.9	330.9	635.4	493.8	444.6	29.6	5.0	3196.4	1836.7
MAP2353	467.3	5.0	505.8	724.1	1067.3	412.0	5.0	266.1	5.0	5.0	512.9	1083.7
MAP2354	723.4	81.8	617.4	288.8	368.8	191.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP2355	362.4	371.5	5.0	674.6	29.2	361.6	5.0	106.3	5.0	5.0	5.0	5.0
MAP2356	529.7	596.3	556.8	557.0	751.4	409.1	806.7	1025.6	5.0	472.8	5.0	5.0
MAP2357	1037.7	627.0	901.6	792.3	616.8	574.1	5581.0	3068.7	8052.3	5190.9	2260.9	1991.8
MAP2358c	121.4	106.3	157.9	5.0	181.9	5.0	5.0	127.0	5.0	5.0	442.7	457.4
MAP2359c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	289.4
MAP2360c	378.2	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	389.2	5.0	5.0
MAP2361	45.3	5.0	43.0	588.0	5.0	5.0	5.0	5.0	5.0	5.0	1124.4	2043.3
MAP2362c	925.6	639.6	925.7	584.8	476.9	363.5	5.0	5.0	5.0	5.0	5.0	5.0
MAP2363c	333.9	5.0	45.9	252.9	5.0	5.0	5.0	58.3	287.4	3.7	5.0	5.0
MAP2364c	1219.4	567.1	1039.4	679.9	843.3	699.6	374.1	537.4	152.2	501.7	123.3	496.9
MAP2365	144.9	5.0	50.6	96.3	41.8	130.6	5.0	5.0	5.0	5.0	899.7	5.0
MAP2366	1506.9	2271.7	1456.2	1444.1	2280.2	2155.6	361.2	793.9	609.8	264.0	5.0	429.7
MAP2367c	126.0	454.3	283.9	204.6	197.9	133.0	5.0	5.0	5.0	5.0	118.8	403.9
MAP2368c	907.1	319.4	796.2	472.4	712.5	714.2	182.4	356.7	5.0	137.4	2810.9	4370.1
MAP2369c	986.8	323.8	1053.1	983.9	900.0	1562.6	718.0	949.8	285.1	782.2	5.0	5.0
MAP2370c	60.9	5.0	5.0	5.0	5.0	5.0	1607.0	1019.1	3208.9	2395.4	5.0	5.0
MAP2371c	1033.6	783.8	871.2	1078.3	1377.9	870.2	5.0	5.0	5.0	5.0	47.9	583.9
MAP2372	1973.4	1533.0	1659.8	2408.2	2382.6	1853.5	731.7	1347.3	518.1	686.7	5.0	5.0
MAP2373c	186.3	42.3	434.5	439.3	5.0	305.8	5.0	68.9	5.0	5.0	327.3	429.1
MAP2374c	1402.4	929.7	1140.6	1136.7	980.9	673.2	5.0	5.0	5.0	5.0	579.4	1316.7
MAP2375c	1441.4	1793.3	1394.7	1054.2	1418.9	1283.3	86.0	718.2	512.2	586.6	5.0	5.0
MAP2376c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP2377	1045.4	664.3	825.2	949.4	1127.4	793.0	314.9	650.1	935.4	767.8	4433.6	5.0
MAP2378	312.8	5.0	5.0	229.2	5.0	13.8	1694.4	847.2	857.2	1242.7	5.0	5.0
MAP2379	285.3	5.0	75.6	5.0	5.0	5.0	5.0	5.0	5.0	5.0	179.3	279.1
MAP2380	1046.7	836.4	1155.4	1051.8	1347.1	1208.2	3964.8	1655.7	5613.3	5427.3	4150.6	4418.3
MAP2381	1113.4	607.6	819.8	732.3	1144.0	592.5	1073.1	669.1	925.3	1231.9	526.4	410.2
MAP2382	2650.3	3116.4	2658.9	2233.1	2692.1	1017.0	5.0	95.8	5.0	5.0	5.0	486.8
MAP2383	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	415.0	510.2
MAP2384	800.4	248.2	799.6	584.7	806.1	548.9	2861.1	1566.5	1864.2	2472.8	5.0	5.0
MAP2385c	3143.3	5404.6	3584.3	3035.2	3791.0	3191.2	2600.6	3500.3	11196.7	7826.3	5335.9	6105.5
MAP2386c	2149.8	2315.6	1393.5	1506.7	2326.4	1695.1	5.0	5.0	5.0	5.0	654.3	263.6
MAP2387c	251.2	5.0	44.0	5.0	5.0	5.0	5.0	142.4	15.4	217.6	5.0	5.0
MAP2388c	623.0	5.0	697.0	5.0	297.2	5.0	5.0	5.0	3089.0	3561.6	529.9	388.8
MAP2389c	1338.7	1098.2	1042.8	1051.5	1588.0	1001.9	6234.8	4788.0	6764.1	6435.2	5.0	5.0
MAP2390c	1915.3	606.1	1491.0	678.5	939.1	608.9	5.0	425.2	5.0	404.1	2060.5	3184.0
MAP2391	2075.5	1742.5	1070.9	1758.8	1146.6	1001.5	1197.7	876.5	1503.2	1607.1	1768.2	2639.1
MAP2392c	370.3	459.3	5.0	320.8	310.0	566.0	407.9	640.4	341.7	338.4	5.0	5.0
MAP2393c	705.0	5.0	1067.1	647.5	908.8	252.1	201.7	800.2	5.0	5.0	5.0	5.0
MAP2394	788.3	862.5	638.3	813.5	1061.4	534.2	1078.0	825.2	894.7	1228.4	2761.2	3439.4
MAP2395c	793.0	48.2	412.9	424.4	248.1	368.6	5.0	153.4	106.9	5.0	5.0	5.0
MAP2396c	845.2	5.0	760.1	405.6	18.8	267.6	508.5	253.0	5.0	86.5	3228.4	3439.0
MAP2397	1228.2	962.1	1177.9	549.5	955.3	647.2	471.4	1068.3	2185.5	3295.0	5.0	5.0
MAP2398	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	142.3	5.0
MAP2399	1567.4	1944.3	1164.0	940.0	1172.0	554.7	662.1	424.6	592.5	620.4	5926.9	7064.7
MAP2400	2229.3	3491.7	1665.2	1274.1	3211.3	3373.4	5.0	5.0	5.0	5.0	5.0	5.0
MAP2401	1126.1	5.0	5.0	5.0	391.8	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP2402	2271.3	1370.3	1934.8	2079.7	1864.3	1833.7	2182.2	1530.2	1963.7	2337.0	2236.2	2122.7
MAP2403c	5.0	5.0	5.0	5.0	5.0	5.0	294.8	139.1	177.1	683.4	5.0	5.0
MAP2404c	724.4	1809.3	1565.0	459.1	1413.1	367.1	243.3	419.4	489.2	397.5	6230.6	7483.6
MAP2405c	281.1	422.7	439.5	526.1	546.6	698.2	2966.5	1773.8	982.6	2486.5	4279.9	5.0
MAP2406c	1936.3	1683.0	1979.5	1004.2	1598.3	1162.0	500.9	1034.9	236.1	686.2	547.0	436.4
MAP2407c	193.9	5.0	5.0	780.4	5.0	1073.3	351.7	429.1	29.1	622.2	5.0	95.0
MAP2408c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP2409	1745.0	2323.3	1901.9	1361.5	2552.6	1593.4	5.0	573.3	5.0	5.0	6642.1	10059.0
MAP2410	1228.7	895.6	1202.6	869.8	1083.6	764.7	1015.2	689.2	672.8	1294.7	127.3	1201.1
MAP2411	1460.1	1529.0	1893.5	880.2	3054.3	2262.7	399.9	715.5	139.0	282.7	220.1	91.5
MAP2412c	478.7	408.9	573.5	479.4	740.6	643.2	1.7	347.3	5.0	5.0	2737.6	1579.7
MAP2413c	1170.7	246.0	573.8	787.6	1729.1	3246.4	5.0	341.5	153.3	5.0	5.0	5.0
MAP2414c	24.4	5.0	65.7	5.0	281.5	1289.0	5.0	5.0	352.9	174.7	5.0	327.1
MAP2415c	127.3	5.0	5.0	23.8	5.0	5.0	5.0	5.0	171.8	5.0	5.0	5.0
MAP2417c	65.3	5.0	5.0	5.0	5.0	80.1	268.6	281.1	5.0	561.6	5.0	5.0
MAP2418	690.1	5.0	404.1	167.5	211.9	409.8	984.1	841.2	5.0	5.0	5.0	5.0
MAP2419	1215.8	1395.1	989.0	1633.6	1643.5	1430.6	5.0	149.7	5.0	5.0	56.2	679.7
MAP2420c	5.0	411.9	136.7	829.0	667.2	28.9	153.0	359.5	5.0	5.0	2351.5	728.4
MAP2422c	1875.1	1535.6	1153.2	812.9	1286.2	1041.1	528.2	715.9	238.7	598.9	756.9	1301.9
MAP2423c	363.3	5.0	54.9	425.1	5.0	5.0	2407.4	2629.6	2171.4	3613.6	5.0	5.0
MAP2424c	987.3	405.4	606.6	741.2	624.2	540.0	443.2	747.8	49.9	495.8	463.3	871.2
MAP2425c	473.8	5.0	438.3	817.4	605.5	435.7	123.7	482.4	47.6	145.7	5.0	5.0
MAP2427c	405.7	5.0	141.7	305.8	365.1	430.1	300.6	327.2	58.6	5.0	665.3	5.0
MAP2428c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP2429c	661.3	1363.7	1304.3	1586.4	1092.1	961.1	105.0	502.0	754.7	431.7	54.7	5.0
MAP2430	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP2431	1609.4	1811.1	1479.8	1086.5	1731.8	1214.2	5.0	5.0	5.0	5.0	309.3	1273.6
MAP2432c	999.3	406.7	905.2	417.9	472.5	161.2	5.0	5.0	5.0	5.0	1037.6	1759.8
MAP2433	304.5	5.0	296.2	317.0	78.9	303.8	5.0	78.8	200.2	828.7	5.0	5.0
MAP2434	1416.1	3299.6	2253.6	1476.6	2460.7	2330.9	2167.6	1618.5	4203.8	3275.7	1741.1	3364.2
MAP2435c	1153.5	830.6	1101.5	723.8	577.3	316.3	1200.8	574.5	5.0	656.8	364.0	977.1
