# Generate Mapping Tables Script: Version 4 11:05 on 02(MM)14(DD)2014(YYYY)
# Image/GenBank Handler Script: Version 2 11:05 on 02(MM)14(DD)2014(YYYY)
# Clone ID to GenBank   lookuptable: IMAGECLONE_UCSC_HG19
# GenBank  to Unigene   lookuptable: GB_TO_UG
# Unigene to EntrezGene lookuptable: UG_TO_ENTREZGENE
# Contig ID to Ensembl Lookuptable: PHRAP_CONTIGS 
affy_hg_u133_plus_2|204614_at|204614_at	unigene|Hs.514913|Hs.514913	hgnc_symbol|SERPINB2|SERPINB2
affy_hg_u133_plus_2|1559510_at|1559510_at	unigene|Hs.4276|Hs.4276	hgnc_symbol|BHLHB9|BHLHB9
affy_hg_u133_plus_2|202755_s_at|202755_s_at	unigene|Hs.328232|Hs.328232	hgnc_symbol|GPC1|GPC1
affy_hg_u133_plus_2|243524_at|243524_at	unigene|Hs.533903|Hs.533903	hgnc_symbol|SLC30A7|SLC30A7
affy_hg_u133_plus_2|211221_at|211221_at	unigene|Hs.386390|Hs.386390	hgnc_symbol|TADA3L|TADA3L
affy_hg_u133_plus_2|208003_s_at|208003_s_at	unigene|Hs.371987|Hs.371987	hgnc_symbol|NFAT5|NFAT5
affy_hg_u133_plus_2|240643_at|240643_at	unigene|Hs.485436|Hs.485436	hgnc_symbol|TTBK1|TTBK1
affy_hg_u133_plus_2|242688_at|242688_at	unigene|Hs.368985|Hs.368985	hgnc_symbol|TRIP12|TRIP12
affy_hg_u133_plus_2|211197_s_at|211197_s_at	unigene|Hs.14155|Hs.14155	hgnc_symbol|ICOSLG|ICOSLG
affy_hg_u133_plus_2|204440_at|204440_at	unigene|Hs.484703|Hs.484703	hgnc_symbol|CD83|CD83
affy_hg_u133_plus_2|1555110_a_at|1555110_a_at	unigene|Hs.434434|Hs.434434	hgnc_symbol|KLHL3|KLHL3
affy_hg_u133_plus_2|202948_at|202948_at	unigene|Hs.516249|Hs.516249	hgnc_symbol|IL1R1|IL1R1
affy_hg_u133_plus_2|203504_s_at|203504_s_at	unigene|Hs.429294|Hs.429294	hgnc_symbol|ABCA1|ABCA1
affy_hg_u133_plus_2|207406_at|207406_at	unigene|Hs.1644|Hs.1644	hgnc_symbol|CYP7A1|CYP7A1
affy_hg_u133_plus_2|214591_at|214591_at	unigene|Hs.49075|Hs.49075	hgnc_symbol|KLHL4|KLHL4
affy_hg_u133_plus_2|1554662_at|1554662_at	unigene|Hs.370075|Hs.370075	hgnc_symbol|FLJ40121|FLJ40121
affy_hg_u133_plus_2|1555912_at|1555912_at	hgnc_symbol|ST7OT1|ST7OT1
affy_hg_u133_plus_2|215117_at|215117_at	unigene|Hs.159376|Hs.159376	hgnc_symbol|RAG2|RAG2
affy_hg_u133_plus_2|1559630_at|1559630_at	unigene|Hs.436393|Hs.436393	hgnc_symbol|DLGAP3|DLGAP3
affy_hg_u133_plus_2|221792_at|221792_at	unigene|Hs.147164|Hs.147164	hgnc_symbol|RAB6B|RAB6B
affy_hg_u133_plus_2|208557_at|208557_at	unigene|Hs.520724|Hs.520724	hgnc_symbol|HOXA6|HOXA6
affy_hg_u133_plus_2|242508_at|242508_at	unigene|Hs.439631|Hs.439631	hgnc_symbol|KIAA2018|KIAA2018
affy_hg_u133_plus_2|222934_s_at|222934_s_at	unigene|Hs.236516|Hs.236516	hgnc_symbol|CLEC4E|CLEC4E
affy_hg_u133_plus_2|216057_at|216057_at	unigene|Hs.254983|Hs.254983	hgnc_symbol|RAB3-GAP150|RAB3-GAP150
affy_hg_u133_plus_2|210151_s_at|210151_s_at	unigene|Hs.164267|Hs.164267	hgnc_symbol|DYRK3|DYRK3
affy_hg_u133_plus_2|238205_at|238205_at	unigene|Hs.120403|Hs.120403	hgnc_symbol|WDR40B|WDR40B
affy_hg_u133_plus_2|218864_at|218864_at	unigene|Hs.471381|Hs.471381	hgnc_symbol|TNS|TNS
affy_hg_u133_plus_2|214433_s_at|214433_s_at	unigene|Hs.334841|Hs.334841	hgnc_symbol|SELENBP1|SELENBP1
affy_hg_u133_plus_2|206868_at|206868_at	unigene|Hs.95140|Hs.95140	hgnc_symbol|STARD8|STARD8
affy_hg_u133_plus_2|1562664_at|1562664_at	hgnc_symbol|LOC286009|LOC286009
affy_hg_u133_plus_2|1555979_at|1555979_at	unigene|Hs.200644|Hs.200644	hgnc_symbol|FLJ39609|FLJ39609
affy_hg_u133_plus_2|213532_at|213532_at	unigene|Hs.404914|Hs.404914	hgnc_symbol|ADAM17|ADAM17
affy_hg_u133_plus_2|218855_at|218855_at	unigene|Hs.6418|Hs.6418	hgnc_symbol|GPR175|GPR175
affy_hg_u133_plus_2|221484_at|221484_at	unigene|Hs.370487|Hs.370487	hgnc_symbol|B4GALT5|B4GALT5
affy_hg_u133_plus_2|1554916_a_at|1554916_a_at	unigene|Hs.546319|Hs.546319	hgnc_symbol|JRK|JRK
affy_hg_u133_plus_2|1561708_at|1561708_at	unigene|Hs.344080|Hs.344080	hgnc_symbol|C6orf150|C6orf150
affy_hg_u133_plus_2|210285_x_at|210285_x_at	unigene|Hs.446091|Hs.446091	hgnc_symbol|WTAP|WTAP
affy_hg_u133_plus_2|215761_at|215761_at	unigene|Hs.511386|Hs.511386	hgnc_symbol|DMXL2|DMXL2
affy_hg_u133_plus_2|244237_at|244237_at	unigene|Hs.143856|Hs.143856	hgnc_symbol|FLJ90680|FLJ90680
affy_hg_u133_plus_2|209772_s_at|209772_s_at	unigene|Hs.375108|Hs.375108	hgnc_symbol|CD24|CD24
affy_hg_u133_plus_2|1561165_a_at|1561165_a_at	unigene|Hs.97999|Hs.97999	hgnc_symbol|DEFB108|DEFB108
affy_hg_u133_plus_2|244788_at|244788_at	unigene|Hs.7835|Hs.7835	hgnc_symbol|MRC2|MRC2
affy_hg_u133_plus_2|237330_at|237330_at	unigene|Hs.407926|Hs.407926	hgnc_symbol|AVO3|AVO3
affy_hg_u133_plus_2|212759_s_at|212759_s_at	unigene|Hs.501080|Hs.501080	hgnc_symbol|TCF7L2|TCF7L2
affy_hg_u133_plus_2|232912_at|232912_at	unigene|Hs.159422|Hs.159422	hgnc_symbol|ITR|ITR
affy_hg_u133_plus_2|242673_at|242673_at	unigene|Hs.118351|Hs.118351	hgnc_symbol|UBE3C|UBE3C
affy_hg_u133_plus_2|243715_at|243715_at	unigene|Hs.482131|Hs.482131	hgnc_symbol|RNF138P1|RNF138P1
affy_hg_u133_plus_2|211143_x_at|211143_x_at	unigene|Hs.524430|Hs.524430	hgnc_symbol|NR4A1|NR4A1
affy_hg_u133_plus_2|1570388_a_at|1570388_a_at	unigene|Hs.521524|Hs.521524	hgnc_symbol|LOC401530|LOC401530
affy_hg_u133_plus_2|44783_s_at|44783_s_at	unigene|Hs.234434|Hs.234434	hgnc_symbol|HEY1|HEY1
affy_hg_u133_plus_2|202245_at|202245_at	unigene|Hs.517366|Hs.517366	hgnc_symbol|LSS|LSS
affy_hg_u133_plus_2|203315_at|203315_at	unigene|Hs.529244|Hs.529244	hgnc_symbol|NCK2|NCK2
affy_hg_u133_plus_2|232633_at|232633_at	unigene|Hs.388739|Hs.388739	hgnc_symbol|XRCC5|XRCC5
affy_hg_u133_plus_2|235248_at|235248_at	unigene|Hs.116233|Hs.116233	hgnc_symbol|BTBD9|BTBD9
affy_hg_u133_plus_2|242144_at|242144_at	unigene|Hs.418198|Hs.418198	hgnc_symbol|PAPD4|PAPD4
affy_hg_u133_plus_2|214142_at|214142_at	unigene|Hs.184507|Hs.184507	hgnc_symbol|ZG16|ZG16
affy_hg_u133_plus_2|239193_at|239193_at	hgnc_symbol|LOC158301|LOC158301
affy_hg_u133_plus_2|230123_at|230123_at	unigene|Hs.437385|Hs.437385	hgnc_symbol|FLJ10420|FLJ10420
affy_hg_u133_plus_2|229457_at|229457_at	unigene|Hs.434219|Hs.434219	hgnc_symbol|ANKHD1|ANKHD1
affy_hg_u133_plus_2|240396_at|240396_at	unigene|Hs.445868|Hs.445868	hgnc_symbol|IL20RA|IL20RA
affy_hg_u133_plus_2|1569999_at|1569999_at	unigene|Hs.4900|Hs.4900	hgnc_symbol|CIAPIN1|CIAPIN1
affy_hg_u133_plus_2|202716_at|202716_at	unigene|Hs.417549|Hs.417549	hgnc_symbol|PTPN1|PTPN1
affy_hg_u133_plus_2|240605_at|240605_at	unigene|Hs.209945|Hs.209945	hgnc_symbol|TDP1|TDP1
affy_hg_u133_plus_2|1563467_at|1563467_at	unigene|Hs.148162|Hs.148162	hgnc_symbol|PDGFC|PDGFC
affy_hg_u133_plus_2|239813_at|239813_at	unigene|Hs.444535|Hs.444535	hgnc_symbol|FLJ12476|FLJ12476
affy_hg_u133_plus_2|209508_x_at|209508_x_at	unigene|Hs.390736|Hs.390736	hgnc_symbol|CFLAR|CFLAR
affy_hg_u133_plus_2|209427_at|209427_at	unigene|Hs.149098|Hs.149098	hgnc_symbol|SMTN|SMTN
affy_hg_u133_plus_2|235257_at|235257_at	unigene|Hs.531314|Hs.531314	hgnc_symbol|ECGF1 /// LOC440836|ECGF1 /// LOC440836
affy_hg_u133_plus_2|220211_at|220211_at	unigene|Hs.534485|Hs.534485	hgnc_symbol|FLJ13224|FLJ13224
affy_hg_u133_plus_2|229349_at|229349_at	unigene|Hs.23616|Hs.23616	hgnc_symbol|FLJ16517|FLJ16517
affy_hg_u133_plus_2|211434_s_at|211434_s_at	unigene|Hs.458436|Hs.458436	hgnc_symbol|CCRL2|CCRL2
affy_hg_u133_plus_2|1556899_at|1556899_at	unigene|Hs.367854|Hs.367854	hgnc_symbol|SKB1|SKB1
affy_hg_u133_plus_2|227556_at|227556_at	unigene|Hs.274479|Hs.274479	hgnc_symbol|NME7|NME7
affy_hg_u133_plus_2|1554401_a_at|1554401_a_at	unigene|Hs.25094|Hs.25094	hgnc_symbol|TCTE3|TCTE3
affy_hg_u133_plus_2|240552_at|240552_at	unigene|Hs.268698|Hs.268698	hgnc_symbol|FTHFSDC1|FTHFSDC1
affy_hg_u133_plus_2|202565_s_at|202565_s_at	unigene|Hs.499209|Hs.499209	hgnc_symbol|SVIL|SVIL
affy_hg_u133_plus_2|229161_at|229161_at	unigene|Hs.518536|Hs.518536	hgnc_symbol|DKFZp434B227|DKFZp434B227
affy_hg_u133_plus_2|211981_at|211981_at	unigene|Hs.17441|Hs.17441	hgnc_symbol|COL4A1|COL4A1
affy_hg_u133_plus_2|207000_s_at|207000_s_at	unigene|Hs.149413|Hs.149413	hgnc_symbol|PPP3CC|PPP3CC
affy_hg_u133_plus_2|226056_at|226056_at	unigene|Hs.477278|Hs.477278	hgnc_symbol|CDGAP|CDGAP
affy_hg_u133_plus_2|203354_s_at|203354_s_at	unigene|Hs.434255|Hs.434255	hgnc_symbol|PSD3|PSD3
affy_hg_u133_plus_2|240227_at|240227_at	unigene|Hs.21757|Hs.21757	hgnc_symbol|MI-ER1|MI-ER1
affy_hg_u133_plus_2|210755_at|210755_at	unigene|Hs.396530|Hs.396530	hgnc_symbol|HGF|HGF
affy_hg_u133_plus_2|1558869_at|1558869_at	unigene|Hs.509083|Hs.509083	hgnc_symbol|AKAP6|AKAP6
affy_hg_u133_plus_2|237456_at|237456_at	unigene|Hs.7910|Hs.7910	hgnc_symbol|RYBP|RYBP
affy_hg_u133_plus_2|223881_at|223881_at	unigene|Hs.546426|Hs.546426	hgnc_symbol|ALS2CR15|ALS2CR15
affy_hg_u133_plus_2|1565579_at|1565579_at	unigene|Hs.475401|Hs.475401	hgnc_symbol|TATDN2|TATDN2
affy_hg_u133_plus_2|202391_at|202391_at	unigene|Hs.201641|Hs.201641	hgnc_symbol|BASP1|BASP1
affy_hg_u133_plus_2|218647_s_at|218647_s_at	unigene|Hs.301564|Hs.301564	hgnc_symbol|YRDC|YRDC
affy_hg_u133_plus_2|227561_at|227561_at	unigene|Hs.275757|Hs.275757	hgnc_symbol|DDR2|DDR2
affy_hg_u133_plus_2|206195_x_at|206195_x_at	unigene|Hs.406754|Hs.406754	hgnc_symbol|GH2|GH2
affy_hg_u133_plus_2|218669_at|218669_at	unigene|Hs.119889|Hs.119889	hgnc_symbol|RAP2C|RAP2C
affy_hg_u133_plus_2|214451_at|214451_at	unigene|Hs.33102|Hs.33102	hgnc_symbol|TFAP2B|TFAP2B
affy_hg_u133_plus_2|231264_at|231264_at	unigene|Hs.406265|Hs.406265	hgnc_symbol|dJ39G22.2|dJ39G22.2
affy_hg_u133_plus_2|212201_at|212201_at	unigene|Hs.524874|Hs.524874	hgnc_symbol|KIAA0692|KIAA0692
affy_hg_u133_plus_2|234121_at|234121_at	unigene|Hs.173840|Hs.173840	hgnc_symbol|ESAM|ESAM
affy_hg_u133_plus_2|1555436_a_at|1555436_a_at	unigene|Hs.519313|Hs.519313	hgnc_symbol|AF5Q31|AF5Q31
affy_hg_u133_plus_2|236188_s_at|236188_s_at	unigene|Hs.501684|Hs.501684	hgnc_symbol|NAP1L4|NAP1L4
affy_hg_u133_plus_2|1563772_a_at|1563772_a_at	unigene|Hs.436367|Hs.436367	hgnc_symbol|LAMA3|LAMA3
affy_hg_u133_plus_2|225033_at|225033_at	hgnc_symbol|LOC286167|LOC286167
affy_hg_u133_plus_2|226411_at|226411_at	unigene|Hs.26870|Hs.26870	hgnc_symbol|EVI5L|EVI5L
affy_hg_u133_plus_2|207194_s_at|207194_s_at	unigene|Hs.386467|Hs.386467	hgnc_symbol|ICAM4|ICAM4
affy_hg_u133_plus_2|1554068_s_at|1554068_s_at	unigene|Hs.505871|Hs.505871	hgnc_symbol|FLJ32549|FLJ32549
affy_hg_u133_plus_2|209325_s_at|209325_s_at	unigene|Hs.413297|Hs.413297	hgnc_symbol|RGS16|RGS16
affy_hg_u133_plus_2|202581_at|202581_at	unigene|Hs.274402|Hs.274402	hgnc_symbol|HSPA1B|HSPA1B
affy_hg_u133_plus_2|243573_at|243573_at	unigene|Hs.444362|Hs.444362	hgnc_symbol|LPP|LPP
affy_hg_u133_plus_2|205330_at|205330_at	unigene|Hs.268515|Hs.268515	hgnc_symbol|MN1|MN1
affy_hg_u133_plus_2|1559249_at|1559249_at	unigene|Hs.434961|Hs.434961	hgnc_symbol|ATXN1|ATXN1
affy_hg_u133_plus_2|204660_at|204660_at	unigene|Hs.27184|Hs.27184	hgnc_symbol|GFER|GFER
affy_hg_u133_plus_2|242773_at|242773_at	unigene|Hs.1964|Hs.1964	hgnc_symbol|SLC5A1|SLC5A1
affy_hg_u133_plus_2|243546_at|243546_at	unigene|Hs.120633|Hs.120633	hgnc_symbol|SESN3|SESN3
affy_hg_u133_plus_2|243983_at|243983_at	unigene|Hs.170422|Hs.170422	hgnc_symbol|MCF2L|MCF2L
affy_hg_u133_plus_2|231413_at|231413_at	unigene|Hs.126137|Hs.126137	hgnc_symbol|BACH|BACH
affy_hg_u133_plus_2|1563612_at|1563612_at	unigene|Hs.209463|Hs.209463	hgnc_symbol|LOC285768|LOC285768
affy_hg_u133_plus_2|225827_at|225827_at	unigene|Hs.449415|Hs.449415	hgnc_symbol|EIF2C2|EIF2C2
affy_hg_u133_plus_2|202545_at|202545_at	unigene|Hs.155342|Hs.155342	hgnc_symbol|PRKCD|PRKCD
affy_hg_u133_plus_2|232240_at|232240_at	unigene|Hs.135119|Hs.135119	hgnc_symbol|LOC196337|LOC196337
affy_hg_u133_plus_2|211928_at|211928_at	unigene|Hs.7720|Hs.7720	hgnc_symbol|DNCH1|DNCH1
affy_hg_u133_plus_2|219896_at|219896_at	unigene|Hs.148680|Hs.148680	hgnc_symbol|DRD1IP|DRD1IP
affy_hg_u133_plus_2|208961_s_at|208961_s_at	unigene|Hs.285313|Hs.285313	hgnc_symbol|KLF6|KLF6
affy_hg_u133_plus_2|220492_s_at|220492_s_at	unigene|Hs.91608|Hs.91608	hgnc_symbol|OTOF|OTOF
affy_hg_u133_plus_2|239404_at|239404_at	unigene|Hs.472737|Hs.472737	hgnc_symbol|TOP1|TOP1
affy_hg_u133_plus_2|218273_s_at|218273_s_at	unigene|Hs.22265|Hs.22265	hgnc_symbol|PPM2C|PPM2C
affy_hg_u133_plus_2|222379_at|222379_at	unigene|Hs.348522|Hs.348522	hgnc_symbol|KCNE4|KCNE4
affy_hg_u133_plus_2|232210_at|232210_at	unigene|Hs.150749|Hs.150749	hgnc_symbol|BCL2|BCL2
affy_hg_u133_plus_2|235699_at|235699_at	unigene|Hs.444911|Hs.444911	hgnc_symbol|FLJ38964|FLJ38964
affy_hg_u133_plus_2|201650_at|201650_at	unigene|Hs.514167|Hs.514167	hgnc_symbol|KRT19|KRT19
affy_hg_u133_plus_2|231515_at|231515_at	unigene|Hs.465475|Hs.465475	hgnc_symbol|ATP9B|ATP9B
affy_hg_u133_plus_2|242336_at|242336_at	unigene|Hs.445733|Hs.445733	hgnc_symbol|GSK3B|GSK3B
affy_hg_u133_plus_2|223992_x_at|223992_x_at	unigene|Hs.105191|Hs.105191	hgnc_symbol|ZCWPW1|ZCWPW1
affy_hg_u133_plus_2|216546_s_at|216546_s_at	unigene|Hs.382202|Hs.382202	hgnc_symbol|CHI3L1|CHI3L1
affy_hg_u133_plus_2|231707_at|231707_at	unigene|Hs.369879|Hs.369879	hgnc_symbol|EVX1|EVX1
affy_hg_u133_plus_2|240036_at|240036_at	unigene|Hs.464184|Hs.464184	hgnc_symbol|SEC14L1|SEC14L1
affy_hg_u133_plus_2|1565703_at|1565703_at	unigene|Hs.75862|Hs.75862	hgnc_symbol|SMAD4|SMAD4
affy_hg_u133_plus_2|205043_at|205043_at	unigene|Hs.489786|Hs.489786	hgnc_symbol|CFTR|CFTR
affy_hg_u133_plus_2|1559054_a_at|1559054_a_at	unigene|Hs.36587|Hs.36587	hgnc_symbol|PPP1R7|PPP1R7
affy_hg_u133_plus_2|229452_at|229452_at	unigene|Hs.389669|Hs.389669	hgnc_symbol|LOC92162|LOC92162
affy_hg_u133_plus_2|1557767_at|1557767_at	unigene|Hs.434218|Hs.434218	hgnc_symbol|NANOS2|NANOS2
affy_hg_u133_plus_2|224135_at|224135_at	unigene|Hs.326745|Hs.326745	hgnc_symbol|NYD-SP11|NYD-SP11
affy_hg_u133_plus_2|213700_s_at|213700_s_at	unigene|Hs.198281|Hs.198281	hgnc_symbol|PKM2|PKM2
affy_hg_u133_plus_2|219229_at|219229_at	unigene|Hs.311187|Hs.311187	hgnc_symbol|SLCO3A1|SLCO3A1
affy_hg_u133_plus_2|208226_x_at|208226_x_at	unigene|Hs.256398|Hs.256398	hgnc_symbol|ADAM22|ADAM22
affy_hg_u133_plus_2|207453_s_at|207453_s_at	unigene|Hs.237506|Hs.237506	hgnc_symbol|DNAJB5|DNAJB5
affy_hg_u133_plus_2|231447_at|231447_at	unigene|Hs.120399|Hs.120399	hgnc_symbol|MGC44328|MGC44328
affy_hg_u133_plus_2|228454_at|228454_at	unigene|Hs.500695|Hs.500695	hgnc_symbol|MLR2|MLR2
affy_hg_u133_plus_2|1562342_at|1562342_at	unigene|Hs.129452|Hs.129452	hgnc_symbol|DACH1|DACH1
affy_hg_u133_plus_2|244118_at|244118_at	unigene|Hs.175934|Hs.175934	hgnc_symbol|GABRA1|GABRA1
affy_hg_u133_plus_2|244106_at|244106_at	unigene|Hs.147441|Hs.147441	hgnc_symbol|KCNQ5|KCNQ5
affy_hg_u133_plus_2|216875_x_at|216875_x_at	hgnc_symbol|HAB1|HAB1
affy_hg_u133_plus_2|206548_at|206548_at	hgnc_symbol|FLJ23556|FLJ23556
affy_hg_u133_plus_2|238340_at|238340_at	unigene|Hs.492236|Hs.492236	hgnc_symbol|WDR42A|WDR42A
affy_hg_u133_plus_2|1569067_at|1569067_at	unigene|Hs.516966|Hs.516966	hgnc_symbol|BCL2L1|BCL2L1
affy_hg_u133_plus_2|221854_at|221854_at	unigene|Hs.497350|Hs.497350	hgnc_symbol|PKP1|PKP1
affy_hg_u133_plus_2|204134_at|204134_at	unigene|Hs.503163|Hs.503163	hgnc_symbol|PDE2A|PDE2A
affy_hg_u133_plus_2|207329_at|207329_at	unigene|Hs.161839|Hs.161839	hgnc_symbol|MMP8|MMP8
affy_hg_u133_plus_2|231165_at|231165_at	unigene|Hs.513260|Hs.513260	hgnc_symbol|DDHD1|DDHD1
affy_hg_u133_plus_2|1554520_at|1554520_at	unigene|Hs.192155|Hs.192155	hgnc_symbol|LOC283861|LOC283861
affy_hg_u133_plus_2|204182_s_at|204182_s_at	unigene|Hs.355581|Hs.355581	hgnc_symbol|ZNF297B|ZNF297B
affy_hg_u133_plus_2|212110_at|212110_at	unigene|Hs.491232|Hs.491232	hgnc_symbol|SLC39A14|SLC39A14
affy_hg_u133_plus_2|233691_at|233691_at	unigene|Hs.23361|Hs.23361	hgnc_symbol|ABTB2|ABTB2
affy_hg_u133_plus_2|1562638_at|1562638_at	hgnc_symbol|LOC339874|LOC339874
affy_hg_u133_plus_2|220844_at|220844_at	unigene|Hs.375035|Hs.375035	hgnc_symbol|TCEB3B|TCEB3B
affy_hg_u133_plus_2|225929_s_at|225929_s_at	unigene|Hs.195642|Hs.195642	hgnc_symbol|C17orf27|C17orf27
affy_hg_u133_plus_2|235593_at|235593_at	unigene|Hs.34871|Hs.34871	hgnc_symbol|ZFHX1B|ZFHX1B
affy_hg_u133_plus_2|227738_s_at|227738_s_at	unigene|Hs.121915|Hs.121915	hgnc_symbol|ARMC5|ARMC5
affy_hg_u133_plus_2|216844_at|216844_at	unigene|Hs.474970|Hs.474970	hgnc_symbol|RoXaN|RoXaN
affy_hg_u133_plus_2|213956_at|213956_at	unigene|Hs.413045|Hs.413045	hgnc_symbol|CAP350|CAP350
affy_hg_u133_plus_2|235922_at|235922_at	unigene|Hs.466088|Hs.466088	hgnc_symbol|TPM4|TPM4
affy_hg_u133_plus_2|1554322_a_at|1554322_a_at	unigene|Hs.20516|Hs.20516	hgnc_symbol|HDAC4|HDAC4
affy_hg_u133_plus_2|201585_s_at|201585_s_at	unigene|Hs.355934|Hs.355934	hgnc_symbol|SFPQ|SFPQ
affy_hg_u133_plus_2|244804_at|244804_at	unigene|Hs.529892|Hs.529892	hgnc_symbol|SQSTM1|SQSTM1
affy_hg_u133_plus_2|1566079_at|1566079_at	unigene|Hs.520189|Hs.520189	hgnc_symbol|ELOVL5|ELOVL5
affy_hg_u133_plus_2|242963_at|242963_at	unigene|Hs.48343|Hs.48343	hgnc_symbol|MGC26963|MGC26963
affy_hg_u133_plus_2|235317_at|235317_at	unigene|Hs.436426|Hs.436426	hgnc_symbol|LOC284454|LOC284454
affy_hg_u133_plus_2|219677_at|219677_at	unigene|Hs.8261|Hs.8261	hgnc_symbol|SSB1|SSB1
affy_hg_u133_plus_2|218369_s_at|218369_s_at	unigene|Hs.14415|Hs.14415	hgnc_symbol|EXOSC1|EXOSC1
affy_hg_u133_plus_2|236370_at|236370_at	unigene|Hs.189329|Hs.189329	hgnc_symbol|SMURF1|SMURF1
affy_hg_u133_plus_2|208888_s_at|208888_s_at	unigene|Hs.137510|Hs.137510	hgnc_symbol|NCOR2|NCOR2
affy_hg_u133_plus_2|200706_s_at|200706_s_at	unigene|Hs.459940|Hs.459940	hgnc_symbol|LITAF|LITAF
affy_hg_u133_plus_2|215585_at|215585_at	unigene|Hs.232194|Hs.232194	hgnc_symbol|KIAA0174|KIAA0174
affy_hg_u133_plus_2|209469_at|209469_at	unigene|Hs.75819|Hs.75819	hgnc_symbol|GPM6A|GPM6A
affy_hg_u133_plus_2|241930_x_at|241930_x_at	unigene|Hs.506852|Hs.506852	hgnc_symbol|PTPN11|PTPN11
affy_hg_u133_plus_2|200906_s_at|200906_s_at	unigene|Hs.151220|Hs.151220	hgnc_symbol|KIAA0992|KIAA0992
affy_hg_u133_plus_2|201242_s_at|201242_s_at	unigene|Hs.291196|Hs.291196	hgnc_symbol|ATP1B1|ATP1B1
affy_hg_u133_plus_2|238609_at|238609_at	unigene|Hs.546520|Hs.546520	hgnc_symbol|DKFZp727G131|DKFZp727G131
affy_hg_u133_plus_2|209474_s_at|209474_s_at	unigene|Hs.523173|Hs.523173	hgnc_symbol|ENTPD1|ENTPD1
affy_hg_u133_plus_2|209606_at|209606_at	unigene|Hs.270|Hs.270	hgnc_symbol|PSCDBP|PSCDBP
affy_hg_u133_plus_2|239083_at|239083_at	unigene|Hs.201648|Hs.201648	hgnc_symbol|DKFZp762I137|DKFZp762I137
affy_hg_u133_plus_2|224416_s_at|224416_s_at	unigene|Hs.33032|Hs.33032	hgnc_symbol|MED28|MED28
affy_hg_u133_plus_2|207374_at|207374_at	unigene|Hs.147305|Hs.147305	hgnc_symbol|PLSCR2|PLSCR2
affy_hg_u133_plus_2|223886_s_at|223886_s_at	unigene|Hs.267120|Hs.267120	hgnc_symbol|RNF146|RNF146
affy_hg_u133_plus_2|208986_at|208986_at	unigene|Hs.511504|Hs.511504	hgnc_symbol|TCF12|TCF12
affy_hg_u133_plus_2|226616_s_at|226616_s_at	unigene|Hs.473937|Hs.473937	hgnc_symbol|NDUFV3|NDUFV3
affy_hg_u133_plus_2|226073_at|226073_at	unigene|Hs.7626|Hs.7626	hgnc_symbol|LOC219854|LOC219854
affy_hg_u133_plus_2|213365_at|213365_at	unigene|Hs.248437|Hs.248437	hgnc_symbol|MGC16943|MGC16943
affy_hg_u133_plus_2|223060_at|223060_at	unigene|Hs.525238|Hs.525238	hgnc_symbol|C14orf119|C14orf119
affy_hg_u133_plus_2|212907_at|212907_at	unigene|Hs.519469|Hs.519469	hgnc_symbol|SLC30A1|SLC30A1
affy_hg_u133_plus_2|233461_x_at|233461_x_at	unigene|Hs.145956|Hs.145956	hgnc_symbol|ZNF226|ZNF226
affy_hg_u133_plus_2|1553158_at|1553158_at	unigene|Hs.334526|Hs.334526	hgnc_symbol|MGC14126|MGC14126
affy_hg_u133_plus_2|231901_at|231901_at	unigene|Hs.164026|Hs.164026	hgnc_symbol|LOC90580|LOC90580
affy_hg_u133_plus_2|207795_s_at|207795_s_at	unigene|Hs.524251|Hs.524251	hgnc_symbol|KLRD1|KLRD1
affy_hg_u133_plus_2|239365_at|239365_at	unigene|Hs.326941|Hs.326941	hgnc_symbol|SCIN|SCIN
affy_hg_u133_plus_2|205072_s_at|205072_s_at	unigene|Hs.171190|Hs.171190	hgnc_symbol|XRCC4|XRCC4
affy_hg_u133_plus_2|228495_at|228495_at	unigene|Hs.546523|Hs.546523	hgnc_symbol|FLJ38348|FLJ38348
affy_hg_u133_plus_2|47550_at|47550_at	unigene|Hs.521432|Hs.521432	hgnc_symbol|LZTS1|LZTS1
affy_hg_u133_plus_2|216929_x_at|216929_x_at	unigene|Hs.495420|Hs.495420	hgnc_symbol|ABO|ABO
affy_hg_u133_plus_2|218048_at|218048_at	unigene|Hs.534398|Hs.534398	hgnc_symbol|COMMD3|COMMD3
affy_hg_u133_plus_2|225904_at|225904_at	unigene|Hs.445132|Hs.445132	hgnc_symbol|LOC126731|LOC126731
affy_hg_u133_plus_2|225953_at|225953_at	unigene|Hs.464912|Hs.464912	hgnc_symbol|P15RS|P15RS
affy_hg_u133_plus_2|219335_at|219335_at	unigene|Hs.522729|Hs.522729	hgnc_symbol|ARMCX5|ARMCX5
affy_hg_u133_plus_2|224280_s_at|224280_s_at	unigene|Hs.323396|Hs.323396	hgnc_symbol|LOC56181|LOC56181
affy_hg_u133_plus_2|218327_s_at|218327_s_at	unigene|Hs.108002|Hs.108002	hgnc_symbol|SNAP29|SNAP29
affy_hg_u133_plus_2|201795_at|201795_at	unigene|Hs.435166|Hs.435166	hgnc_symbol|LBR|LBR
affy_hg_u133_plus_2|215358_x_at|215358_x_at	unigene|Hs.278064|Hs.278064	hgnc_symbol|ZNF37B|ZNF37B
affy_hg_u133_plus_2|224671_at|224671_at	unigene|Hs.347535|Hs.347535	hgnc_symbol|MRPL10|MRPL10
