Probe Set ID	Gene Symbol	Corrected p-value	Regulation ([PF] vs [SP])1	Regulation ([PF] vs [ST])1	Regulation ([SP] vs [ST])1
203628_at	IGF1R	3.94E-06	up	up	up
204784_s_at	MLF1	3.94E-06	down	up	up
32137_at	JAG2	3.95E-06	down	down	down
230963_at	EMX2OS	3.95E-06	up	down	down
207321_s_at	ABCB9	3.96E-06	up	up	down
236394_at		4.09E-06	down	down	up
206780_at	GAD2	4.11E-06	up	down	down
226303_at	PGM5	4.11E-06	down	up	up
205251_at	PER2	4.12E-06	down	up	up
207197_at	ZIC3	4.12E-06	down	up	up
201247_at	SREBF2	4.12E-06	up	down	down
205736_at	PGAM2	4.16E-06	down	up	up
220340_at	KIAA1772	4.17E-06	up	up	up
221004_s_at	ITM2C	4.18E-06	up	up	up
226197_at		4.26E-06	up	up	up
1554328_at	STXBP4	4.30E-06	down	up	up
207107_at	RPE65	4.30E-06	down	up	up
231795_at	STON1	4.32E-06	down	up	up
201200_at	CREG1	4.34E-06	down	down	down
203420_at	FAM8A1	4.35E-06	down	up	up
211922_s_at	CAT	4.35E-06	down	up	up
238121_at	GK5	4.38E-06	down	down	down
231490_at		4.39E-06	down	up	up
1564160_at	FLJ16686	4.41E-06	up	up	up
219518_s_at	ELL3	4.45E-06	down	down	down
1556029_s_at	NMNAT2	4.45E-06	down	up	up
204862_s_at	NME3	4.46E-06	down	down	down
212545_s_at	ZHX3	4.49E-06	up	up	down
230088_at		4.50E-06	up	down	down
215280_s_at	PPFIA3	4.53E-06	up	down	down
239657_x_at	FOXO6	4.60E-06	up	down	down
230264_s_at	AP1S2	4.62E-06	up	up	up
1562701_at		4.65E-06	down	up	up
231504_at	CCDC148	4.69E-06	down	up	up
1556558_s_at	FLJ36665	4.69E-06	down	up	up
228604_at	FAM76A	4.69E-06	down	up	up
201494_at	PRCP	4.69E-06	down	up	up
235092_at		4.75E-06	down	up	up
1558299_at		4.75E-06	up	up	down
203723_at	ITPKB	4.75E-06	down	up	up
220988_s_at	C1QTNF3	4.75E-06	up	up	up
211071_s_at	MLLT11	4.79E-06	down	down	down
39817_s_at	C6orf108	4.83E-06	down	up	up
1568795_at		4.85E-06	up	down	down
213546_at	DKFZP586I1420	4.85E-06	up	up	up
1560751_at	C18orf16	4.85E-06	up	up	up
236255_at	PLEKHG4B	4.85E-06	down	up	up
205290_s_at	BMP2	4.85E-06	up	up	down
1556423_at	VASH1	4.87E-06	up	down	down
212935_at	MCF2L	4.87E-06	up	down	down
226599_at	FHDC1	4.88E-06	up	down	down
237627_at		4.88E-06	down	up	up
205293_x_at	BAIAP2	4.90E-06	up	down	down
224882_at	ACSS1	4.90E-06	up	up	down
244040_at		4.99E-06	up	up	up
233543_s_at	FAM175A	5.06E-06	down	down	up
206058_at	SLC6A12	5.29E-06	up	up	down
213194_at	ROBO1	5.31E-06	down	down	up
214120_at	RFPL1S	5.33E-06	up	down	down
239183_at	ANGPTL1	5.41E-06	up	up	down
205721_at	GFRA2	5.45E-06	up	up	up
243907_at		5.45E-06	up	up	up
207234_at	RFX3	5.46E-06	down	up	up
1556047_s_at	MAGEE1	5.53E-06	down	down	down
219610_at	RGNEF	5.57E-06	down	down	up
239083_at	ZNF786	5.57E-06	down	down	down
216147_at		5.57E-06	down	down	up
202636_at	RNF103	5.57E-06	down	down	down
238049_at	GRAMD3	5.57E-06	up	up	up
209292_at	ID4	5.58E-06	down	up	up
207658_s_at	FOXG1	5.61E-06	up	down	down
219497_s_at	BCL11A	5.62E-06	down	down	down
240155_x_at	ZNF273 /// ZNF493 /// ZNF738	5.65E-06	down	down	down
1558714_at		5.70E-06	down	down	down
234079_at		5.70E-06	down	down	up
229976_at	MORN5	5.70E-06	down	up	up
212873_at	HMHA1	5.72E-06	up	down	down
226231_at		5.72E-06	down	up	up
1561578_s_at	MCART6	5.72E-06	up	up	up
202376_at	SERPINA3	5.72E-06	up	up	down
224397_s_at	TMTC1	5.74E-06	down	down	down
227100_at	B3GALTL	5.74E-06	down	up	up
213261_at	LBA1	5.86E-06	down	down	down
1569453_a_at	LOC692247	5.87E-06	up	up	up
242236_at		5.89E-06	down	up	up
1557049_at	LOC149478	5.91E-06	up	up	up
242054_s_at		5.94E-06	up	down	down
230345_at	SEMA7A	6.05E-06	up	down	down
226139_at		6.11E-06	down	down	down
223062_s_at	PSAT1	6.12E-06	down	up	up
231773_at	ANGPTL1	6.20E-06	up	up	up
215635_at		6.27E-06	up	up	down
220103_s_at	MRPS18C	6.28E-06	down	down	up
211165_x_at	EPHB2	6.29E-06	up	down	down
201945_at	FURIN	6.36E-06	up	down	down
212136_at	ATP2B4	6.47E-06	down	up	up
221504_s_at	ATP6V1H	6.48E-06	down	down	down
224969_at	ATXN7L3	6.51E-06	up	down	down
1554141_s_at	WDR78	6.51E-06	down	up	up
204585_s_at	L1CAM	6.55E-06	up	down	down
219179_at	DACT1	6.58E-06	down	down	down
206033_s_at	DSC3	6.58E-06	up	up	up
224888_at	SELI	6.64E-06	down	down	down
205294_at	BAIAP2	6.81E-06	up	down	down
212040_at	TGOLN2	6.87E-06	down	down	down
212784_at	CIC	6.88E-06	up	down	down
217257_at	SH3BP2	6.90E-06	down	down	down
209296_at	PPM1B	6.93E-06	down	down	down
201157_s_at	NMT1	6.96E-06	up	up	up
239482_x_at	ZNF708	6.97E-06	down	down	down
207869_s_at	CACNA1G	6.99E-06	up	down	down
238878_at	ARX	7.07E-06	down	down	down
239768_x_at		7.21E-06	down	up	up
230997_at	TTC21A	7.21E-06	up	up	up
218304_s_at	OSBPL11	7.26E-06	up	up	up
201841_s_at	HSPB1	7.30E-06	up	up	down
35265_at	FXR2	7.34E-06	up	down	down
239148_at	MARVELD3	7.37E-06	up	up	down
220615_s_at	FAR2	7.37E-06	up	down	down
222784_at	SMOC1	7.37E-06	up	up	up
209599_s_at	PRUNE	7.38E-06	down	down	up
1556351_at	HCN1	7.39E-06	up	up	up
226287_at	CCDC34	7.45E-06	down	up	up
213150_at	HOXA10	7.45E-06	down	down	up
204305_at	MIPEP	7.47E-06	down	up	up
204039_at	CEBPA	7.50E-06	up	down	down
203426_s_at	IGFBP5	7.52E-06	down	up	up
236599_at		7.87E-06	up	up	down
231945_at	FILIP1	7.95E-06	up	up	up
235550_at	MAP9	8.02E-06	down	up	up
226521_s_at	FAM175A	8.06E-06	down	down	up
244084_at	AIFM3	8.23E-06	up	up	up
236940_at		8.23E-06	down	up	up
226311_at		8.30E-06	down	down	down
1561017_at		8.33E-06	down	down	up
207939_x_at	RNPS1	8.39E-06	up	down	down
230262_at	ST8SIA3	8.39E-06	up	down	down
234587_at		8.43E-06	up	down	down
222475_at	SAP30BP	8.43E-06	up	up	up
203364_s_at	KIAA0652	8.49E-06	down	down	down
213866_at	SAMD14	8.50E-06	up	down	down
228642_at		8.57E-06	up	up	up
1553696_s_at	ZNF569	8.60E-06	down	down	down
209108_at	TSPAN6	8.60E-06	down	up	up
214457_at	HOXA2	8.60E-06	up	up	up
218641_at	LOC65998	8.64E-06	up	down	down
1554298_a_at	WDR49	8.64E-06	down	up	up
1569178_at	GRIA4	8.91E-06	down	up	up
228550_at	RTN4R	8.91E-06	down	down	down
1552684_a_at	SENP8	8.91E-06	down	up	up
211002_s_at	TRIM29	8.99E-06	down	up	up
1555997_s_at	IGFBP5	9.03E-06	down	up	up
210906_x_at	AQP4	9.07E-06	up	up	up
226043_at	GPSM1	9.22E-06	up	down	down
1557051_s_at		9.23E-06	up	up	up
232760_at	TEX15	9.51E-06	down	down	up
204447_at	ProSAPiP1	9.51E-06	up	down	down
230080_at	LOC285943	9.51E-06	up	up	up
216284_at		9.60E-06	down	down	down
226685_at	SNTB2	9.60E-06	down	down	down
213368_x_at	PPFIA3	9.61E-06	up	down	down
229088_at	ENPP1	9.61E-06	down	down	down
202760_s_at	PALM2-AKAP2	9.61E-06	up	up	up
228742_at		9.68E-06	down	down	up
205632_s_at	PIP5K1B	9.68E-06	down	down	down
237363_at	C9orf68	9.68E-06	down	up	up
203762_s_at	DYNC2LI1	9.68E-06	down	up	up
1556069_s_at	HIF3A	9.74E-06	up	up	down
227696_at	EXOSC6	9.77E-06	up	down	down
218160_at	NDUFA8	9.81E-06	down	up	up
209745_at	COQ7	9.84E-06	down	up	up
243011_at	FAM55C	9.88E-06	up	down	down
220105_at	RTDR1	9.88E-06	down	up	up
244498_x_at	LOC440296	9.91E-06	up	up	up
220520_s_at	NUP62CL	9.97E-06	down	up	up
232553_at	PCYT1B	1.00E-05	down	down	down
222586_s_at	OSBPL11	1.01E-05	up	up	up
212522_at	PDE8A	1.01E-05	up	up	up
232615_at		1.01E-05	up	up	up
237328_at		1.04E-05	down	up	up
224830_at	NUDT21	1.04E-05	down	down	down
229344_x_at	RIMKLB	1.04E-05	up	up	up
223651_x_at	CDC23	1.05E-05	down	down	up
203166_at	CFDP1	1.07E-05	down	up	up
60474_at	FERMT1	1.07E-05	up	up	up
209674_at	CRY1	1.07E-05	up	up	up
205901_at	PNOC	1.08E-05	up	down	down
234158_at		1.09E-05	up	down	down
202145_at	LY6E	1.10E-05	down	down	down
227055_at	METTL7B	1.10E-05	up	up	down
1552269_at	SPATA17	1.11E-05	down	up	up
210380_s_at	CACNA1G	1.12E-05	up	down	down
225583_at	UXS1	1.13E-05	down	down	up
225971_at	DDHD1	1.13E-05	up	down	down
223730_at	GPC6	1.13E-05	up	down	down
214175_x_at	PDLIM4	1.13E-05	up	up	up
1557658_at		1.14E-05	down	up	up
218437_s_at	LZTFL1	1.14E-05	down	up	up
202896_s_at	SIRPA	1.14E-05	up	up	down
240715_at	TBX5	1.15E-05	up	down	down
212311_at	KIAA0746	1.15E-05	up	down	down
222632_s_at	LZTFL1	1.15E-05	down	up	up
210613_s_at	SYNGR1	1.17E-05	up	down	down
238624_at		1.18E-05	down	up	up
244042_x_at		1.18E-05	up	up	up
213040_s_at	NPTXR	1.19E-05	up	down	down
226409_at	TBC1D20	1.20E-05	down	down	down
222431_at	SPIN1	1.21E-05	down	up	up
219501_at	ENOX1	1.21E-05	up	up	up
1559535_s_at		1.22E-05	down	up	up
233402_at		1.23E-05	up	up	up
228524_at	ADCK5	1.23E-05	up	down	down
216438_s_at	TMSB4X /// TMSL3	1.23E-05	down	down	down
218934_s_at	HSPB7	1.23E-05	up	up	up
222742_s_at	RABL5	1.23E-05	down	up	up
237808_at	ST7OT2	1.23E-05	up	up	up
209929_s_at	IKBKG	1.24E-05	up	down	down
219333_s_at	CAPN10	1.24E-05	up	up	down
238964_at	FIGN	1.24E-05	up	up	up
210305_at	PDE4DIP	1.25E-05	up	up	up
232015_at	FAM59B	1.26E-05	up	down	down
231560_at		1.27E-05	down	up	up
219889_at	FRAT1	1.29E-05	down	down	down
241100_at		1.29E-05	down	up	up
213341_at	FEM1C	1.29E-05	down	up	up
228338_at	LOC120376	1.29E-05	up	up	up
212850_s_at	LRP4	1.29E-05	down	down	down
1555444_a_at	PPP1R12B	1.29E-05	up	up	up
210068_s_at	AQP4	1.30E-05	up	up	up
223686_at	TPK1	1.30E-05	up	down	down
238985_at		1.31E-05	down	up	up
237044_s_at	C10orf41	1.31E-05	up	up	up
239758_at		1.33E-05	up	down	down
41220_at	9-Sep	1.33E-05	up	down	down
1560842_a_at		1.33E-05	down	up	up
206427_s_at	MLANA	1.34E-05	down	up	up
36830_at	MIPEP	1.34E-05	down	up	up
223794_at	ARMC4	1.34E-05	down	up	up
241929_at		1.35E-05	down	up	up
237291_at	NCRNA00117	1.37E-05	down	down	up
228249_at	C11orf74	1.37E-05	down	up	up
1554003_at	RGNEF	1.37E-05	down	down	up
240788_at		1.37E-05	down	down	up
206216_at	SRPK3	1.38E-05	up	down	down
223077_at	TMOD3	1.38E-05	down	up	up
232745_x_at	SPEF2	1.38E-05	down	up	up
231275_at	LOC100129346	1.38E-05	up	down	down
218502_s_at	TRPS1	1.38E-05	up	up	up
1556182_x_at	hCG_20426	1.39E-05	up	down	down
222408_s_at	YPEL5	1.39E-05	down	up	up
205845_at	CACNA1H	1.40E-05	up	down	down
205577_at	PYGM	1.40E-05	up	up	up
230781_at		1.40E-05	up	up	up
229699_at	LOC100129550	1.44E-05	down	down	up
204418_x_at	GSTM2	1.44E-05	up	up	up
1557279_at		1.44E-05	down	up	up
201819_at	SCARB1	1.44E-05	up	down	down
233429_at	SPEF2	1.45E-05	down	up	up
212218_s_at	FASN	1.45E-05	up	down	down
219033_at	PARP8	1.46E-05	down	up	up
217901_at	DSG2	1.51E-05	down	up	up
1556613_s_at	LOC203107	1.51E-05	down	down	up
204779_s_at	HOXB7	1.52E-05	down	up	up
224011_at		1.52E-05	up	down	down
222346_at	LAMA1	1.52E-05	up	up	up
212675_s_at	CEP68	1.53E-05	down	down	down
220243_at	ZBTB44	1.53E-05	down	down	down
240037_at	ITPRIPL1	1.53E-05	up	down	down
1556627_at	DRP2	1.53E-05	up	down	down
228608_at	NALCN	1.53E-05	up	up	down
242368_at		1.53E-05	up	up	down
219150_s_at	ADAP1	1.54E-05	up	down	down
230105_at	HOXB13	1.54E-05	down	up	up
208900_s_at	TOP1	1.55E-05	up	up	down
33767_at	NEFH	1.55E-05	down	down	down
213900_at	C9orf61	1.56E-05	up	up	up
227312_at	SNTB2	1.56E-05	down	down	down
1556904_at		1.58E-05	up	down	down
1554329_x_at	STXBP4	1.58E-05	down	up	up
223492_s_at	LRRFIP1	1.58E-05	down	up	up
214433_s_at	SELENBP1	1.58E-05	up	up	up
232994_s_at	RGNEF	1.58E-05	down	down	up
207105_s_at	PIK3R2	1.58E-05	up	down	down
226612_at	FLJ25076	1.58E-05	down	down	down
230403_at		1.58E-05	down	up	up
212508_at	MOAP1	1.59E-05	up	down	down
238432_at	FLJ35776	1.59E-05	up	up	up
219195_at	PPARGC1A	1.60E-05	up	up	up
205722_s_at	GFRA2	1.60E-05	up	up	up
233417_at		1.61E-05	down	down	up
230784_at	PRAC	1.61E-05	down	up	up
206568_at	TNP1	1.61E-05	up	up	up
244689_at	PPARA	1.61E-05	up	up	down
227506_at	SLC16A9	1.61E-05	up	up	up
1561658_at		1.61E-05	up	up	down
1555486_a_at	FLJ14213	1.61E-05	up	up	up
233977_at	KIAA1772	1.62E-05	up	up	up
218538_s_at	MRS2	1.63E-05	down	down	up
242078_at		1.63E-05	down	up	up
213384_x_at	PLCB3	1.63E-05	up	down	down
213496_at	LPPR4	1.63E-05	down	down	down
243947_s_at		1.63E-05	down	up	up
232112_at	RALGPS2	1.64E-05	down	up	up
240000_at		1.64E-05	up	down	down
204600_at	EPHB3	1.65E-05	up	down	down
237400_at		1.67E-05	down	up	up
209478_at	STRA13	1.69E-05	up	down	down
242661_x_at	ALS2CR12	1.69E-05	down	up	up
242064_at	SDK2	1.69E-05	up	up	up
36865_at	ANGEL1	1.71E-05	down	down	down
1569603_at		1.72E-05	up	down	down
1563071_at		1.72E-05	up	down	down
215791_at		1.73E-05	down	up	up
226629_at	SLC43A2	1.74E-05	up	up	down
230343_at		1.74E-05	up	up	up
222309_at	C6orf62	1.74E-05	down	down	up
227122_at	ZNF791	1.74E-05	up	down	down
227198_at	AFF3	1.74E-05	down	up	up
218019_s_at	PDXK	1.74E-05	up	up	down
225970_at	DDHD1	1.75E-05	down	down	down
226874_at	KLHL8	1.75E-05	down	down	down
218532_s_at	FAM134B	1.76E-05	down	up	up
236588_at	CFDP1	1.77E-05	down	up	up
1563022_at	LOC347475	1.78E-05	down	up	up
221455_s_at	WNT3	1.79E-05	up	up	up
244509_at	GPR155	1.79E-05	up	down	down
227917_at	FAM85A	1.79E-05	down	up	up
1556181_at	hCG_20426	1.79E-05	up	down	down
228796_at	CPNE4	1.79E-05	down	down	up
213149_at	DLAT	1.80E-05	down	down	up
235644_at	CCDC138	1.80E-05	down	up	up
1559706_at	RGNEF	1.81E-05	down	down	up
228954_at	LYSMD4	1.81E-05	up	down	down
232453_at		1.81E-05	down	down	down
206683_at	ZNF165	1.81E-05	down	up	up
221452_s_at	TMEM14B	1.81E-05	down	down	up
206844_at	FBP2	1.81E-05	down	down	down
228121_at	TGFB2	1.82E-05	down	up	up
238034_at	CANX	1.83E-05	up	up	up
1555318_at	HIF3A	1.83E-05	up	up	down
218988_at	SLC35E3	1.83E-05	down	down	down
229613_at		1.83E-05	up	up	up
213439_x_at	RUNDC3A	1.84E-05	up	down	down
206374_at	DUSP8	1.84E-05	up	down	down
200989_at	HIF1A	1.84E-05	up	up	up
1558354_s_at		1.84E-05	up	up	up
204164_at	SIPA1	1.84E-05	up	down	down
244222_at		1.85E-05	up	up	up
209686_at	S100B	1.85E-05	up	up	up
1568896_at	STXBP5L	1.85E-05	up	up	down
235435_at	AASDH	1.86E-05	up	up	up
206994_at	CST4	1.88E-05	up	up	up
225682_s_at	POLR3H	1.89E-05	up	up	up
225110_at	OGFOD1	1.89E-05	down	down	up
228210_at	NXPH3	1.89E-05	up	down	down
225293_at	COL27A1	1.89E-05	up	up	up
204995_at	CDK5R1	1.90E-05	down	down	down
212690_at	DDHD2	1.90E-05	down	down	down
229134_at	VANGL1	1.91E-05	down	up	up
209717_at	EVI5	1.91E-05	down	up	up
215333_x_at	GSTM1	1.91E-05	up	up	up
215968_at		1.93E-05	up	down	down
225274_at	PCYOX1	1.93E-05	down	down	down
233222_at		1.93E-05	down	down	down
1562541_at		1.94E-05	up	up	down
35147_at	MCF2L	1.95E-05	up	down	down
238155_at		1.95E-05	up	up	up
1558588_at		1.95E-05	down	up	up
1557193_at		1.95E-05	up	up	down
205757_at	ENTPD5	1.96E-05	up	down	down
222618_at	SMU1	1.96E-05	up	up	up
220038_at	C8orf44 /// SGK3	1.98E-05	down	down	down
215071_s_at	HIST1H2AC	1.98E-05	down	up	up
222067_x_at	HIST1H2BD	1.99E-05	down	up	up
200942_s_at	HSBP1	1.99E-05	down	up	up
202440_s_at	ST5	1.99E-05	down	up	up
202897_at	SIRPA	2.02E-05	up	up	down
238027_at	LOC202051	2.05E-05	down	up	up
242807_at	FSD1L	2.05E-05	down	up	up
205337_at	DCT	2.05E-05	down	up	up
202196_s_at	DKK3	2.07E-05	down	down	down
1553572_a_at	CYGB	2.07E-05	down	up	up
224047_at		2.07E-05	down	down	up
224742_at	ABHD12	2.08E-05	up	down	down
204238_s_at	C6orf108	2.08E-05	down	up	up
211564_s_at	PDLIM4	2.08E-05	up	up	up
1554501_at	TSC22D4	2.08E-05	up	down	down
236918_s_at	LRRC34	2.09E-05	down	up	up
237553_at		2.10E-05	down	up	up
201403_s_at	MGST3	2.10E-05	down	up	up
1552689_at	CASKIN1	2.10E-05	up	down	down
219683_at	FZD3	2.10E-05	down	up	up
225450_at	AMOTL1	2.11E-05	down	down	down
217367_s_at	ZHX3	2.12E-05	up	up	down
236187_s_at		2.13E-05	down	up	up
225252_at	SRXN1	2.13E-05	down	down	down
231103_at		2.16E-05	up	up	up
220817_at	TRPC4	2.16E-05	down	up	up
219330_at	VANGL1	2.16E-05	down	up	up
1557050_at		2.16E-05	up	up	up
235840_at		2.18E-05	down	down	up
229794_at	ZNF585A	2.18E-05	down	down	up
209588_at	EPHB2	2.18E-05	up	down	down
205464_at	SCNN1B	2.18E-05	up	up	down
205406_s_at	SPA17	2.18E-05	down	up	up
229690_at	FAM109A	2.19E-05	up	up	down
204328_at	TMC6	2.20E-05	up	down	down
241635_at		2.22E-05	down	up	up
227904_at	AZI2	2.22E-05	down	down	up
234351_x_at	TRPS1	2.22E-05	up	up	up
1558626_at		2.24E-05	down	up	up
238226_at	FAM70B	2.24E-05	up	down	down
1556195_a_at		2.25E-05	down	up	up
243595_at	SHB	2.27E-05	up	down	down
1559946_s_at	RUVBL2	2.28E-05	down	up	up
235004_at	RBM24	2.28E-05	down	up	up
221236_s_at	STMN4	2.30E-05	up	down	down
240771_at	C1orf101	2.31E-05	down	up	up
228450_at	PLEKHA7	2.32E-05	down	up	up
239549_at		2.32E-05	up	up	down
204550_x_at	GSTM1	2.33E-05	up	up	up
236934_at		2.33E-05	up	up	up
203231_s_at	ATXN1	2.33E-05	down	up	up
218280_x_at	HIST2H2AA3 /// HIST2H2AA4	2.33E-05	down	up	up
232059_at	DSCAML1	2.33E-05	up	down	down
238454_at	ZNF540	2.33E-05	down	down	down
240052_at	ITPR1	2.34E-05	up	up	up
240075_at		2.37E-05	down	up	up
233090_at		2.38E-05	down	down	down
206196_s_at	RUNDC3A	2.39E-05	up	down	down
230795_at		2.39E-05	down	up	up
238532_at	DPF3	2.39E-05	up	down	down
1556907_at	ZNF474	2.39E-05	down	up	up
229386_at	ID4	2.39E-05	down	up	up
224771_at	NAV1	2.39E-05	up	up	down
204936_at	MAP4K2	2.39E-05	up	down	down
244241_x_at		2.40E-05	up	up	up
225009_at	CMTM4	2.42E-05	up	up	up
205705_at	ANKRD26	2.45E-05	down	down	up
239468_at	MKX	2.47E-05	up	up	up
227981_at	CYB561D1	2.48E-05	down	down	down
1558170_at		2.48E-05	up	down	down
236654_s_at		2.48E-05	down	up	up
212944_at	SLC5A3	2.48E-05	down	up	up
227135_at	NAAA	2.48E-05	down	down	down
230328_at	LOC653390 /// LOC730092 /// RRN3	2.49E-05	up	down	down
1555870_at	RNF207	2.49E-05	up	down	down
226120_at	TTC8	2.50E-05	down	up	up
231310_at		2.50E-05	up	up	up
1563961_at	FHAD1	2.51E-05	down	up	up
1552791_a_at	TRDN	2.52E-05	down	down	up
213846_at	COX7C	2.52E-05	down	up	up
226694_at	AKAP2 /// PALM2 /// PALM2-AKAP2	2.52E-05	down	up	up
230224_at	ZCCHC18	2.53E-05	down	up	up
1554012_at	RSPO2	2.53E-05	up	up	up
220751_s_at	C5orf4	2.54E-05	down	down	down
241262_at		2.54E-05	down	up	up
237057_at		2.55E-05	down	up	up
220663_at	IL1RAPL1	2.56E-05	up	down	down
229545_at	FERMT1	2.57E-05	up	up	down
227654_at	FAM65C	2.57E-05	down	down	down
220454_s_at	SEMA6A	2.61E-05	up	down	down
213413_at	STON1	2.62E-05	down	up	up
228369_at	CNPY3	2.62E-05	down	down	down
205472_s_at	DACH1	2.63E-05	up	up	down
204813_at	MAPK10	2.64E-05	up	up	up
1561106_at	C6orf217	2.64E-05	down	up	up
209069_s_at	H3F3B	2.66E-05	down	up	up
208186_s_at	LIPE	2.66E-05	up	down	down
213436_at	CNR1	2.67E-05	down	down	down
235010_at	LOC729013	2.67E-05	down	up	up
239458_at	ALS2CR12	2.68E-05	down	up	up
235658_at		2.69E-05	down	up	up
224817_at	SH3PXD2A	2.70E-05	up	up	up
226339_at	TRUB1	2.70E-05	down	down	up
38398_at	MADD	2.70E-05	down	down	down
227556_at	NME7	2.70E-05	down	up	up
210066_s_at	AQP4	2.70E-05	up	up	up
220050_at	C9orf9	2.72E-05	down	up	up
223500_at	CPLX1	2.72E-05	up	down	down
207322_at	ITSN1	2.72E-05	down	up	up
229694_at	BRWD2	2.73E-05	up	up	up
239988_at		2.73E-05	down	down	up
237314_at	ENKUR	2.73E-05	down	up	up
230334_at		2.73E-05	down	up	up
204217_s_at	RTN2	2.73E-05	up	down	down
56256_at	SIDT2	2.73E-05	down	up	up
232124_at	LOC729085	2.73E-05	up	up	down
1554097_a_at	LOC554202	2.74E-05	down	up	up
206752_s_at	DFFB	2.76E-05	down	down	down
207030_s_at	CSRP2	2.77E-05	down	up	up
215101_s_at	CXCL5	2.77E-05	up	up	up
243758_at	CCDC37	2.77E-05	down	up	up
218288_s_at	CCDC90B	2.78E-05	down	down	up
229251_s_at	TPCN2	2.78E-05	up	up	down
225263_at	HS6ST1	2.79E-05	up	down	down
220084_at	C14orf105	2.79E-05	down	up	up
1560525_at		2.79E-05	down	up	up
224184_s_at	BOC	2.79E-05	up	up	up
227384_s_at	LOC727820	2.79E-05	up	up	up
209293_x_at	ID4	2.79E-05	down	up	up
244107_at		2.82E-05	up	up	up
234074_at		2.82E-05	up	up	up
1569330_at		2.89E-05	up	up	down
208797_s_at	GOLGA8A	2.89E-05	up	up	up
220919_s_at	C10orf79	2.89E-05	down	up	up
214255_at	ATP10A	2.89E-05	up	up	down
210408_s_at	CPNE6	2.92E-05	up	up	up
1554586_a_at	RHOBTB2	2.93E-05	up	up	up
238974_at	C2orf69	2.94E-05	down	down	down
231891_at	STAMBPL1	2.95E-05	down	up	up
203916_at	NDST2	2.97E-05	down	down	down
227816_at	NTN1	2.97E-05	down	down	up
1557771_at	FHAD1	2.97E-05	down	up	up
212392_s_at	LOC652526 /// PDE4DIP	2.97E-05	up	up	up
225721_at	SYNPO2	3.02E-05	down	up	up
243548_x_at		3.02E-05	down	up	up
202704_at	TOB1	3.02E-05	down	up	up
209109_s_at	TSPAN6	3.03E-05	down	up	up
216645_at		3.04E-05	up	up	down
235848_x_at	ATL2	3.05E-05	down	down	up
209784_s_at	JAG2	3.06E-05	down	down	down
218847_at	IGF2BP2	3.08E-05	up	up	up
231966_at	PPP1R9A	3.11E-05	down	up	up
213217_at	ADCY2 /// LOC100133953	3.13E-05	up	up	up
223784_at	TMEM27	3.14E-05	down	up	up
218757_s_at	UPF3B	3.14E-05	down	down	down
209441_at	RHOBTB2	3.16E-05	up	up	down
218950_at	ARAP3	3.16E-05	up	down	down
204540_at	EEF1A2	3.16E-05	up	down	down
1561355_at	LOC692247	3.16E-05	up	up	up
238752_at		3.17E-05	down	down	down
234605_at	CDC14B	3.17E-05	down	down	down
211126_s_at	CSRP2	3.17E-05	down	up	up
204642_at	S1PR1	3.17E-05	up	up	up
233317_at	CD9	3.17E-05	up	up	down
228661_s_at		3.17E-05	up	up	up
244243_at		3.18E-05	down	up	up
223555_at	GON4L	3.19E-05	down	up	up
1563512_at	NOS1AP	3.19E-05	down	up	up
1556151_at	ITFG1	3.23E-05	down	down	down
205364_at	ACOX2	3.23E-05	down	up	up
226706_at	FLJ23867 /// QSOX1	3.23E-05	up	down	down
203524_s_at	MPST	3.24E-05	up	up	down
1568957_x_at	SRGAP2P1	3.24E-05	down	up	up
206426_at	MLANA	3.25E-05	down	down	up
219362_at	MAK10	3.25E-05	down	up	up
242417_at	LOC283278	3.26E-05	down	up	up
1557118_a_at		3.26E-05	down	up	up
205549_at	PCP4	3.29E-05	up	up	up
236044_at	PPAPDC1A	3.32E-05	up	up	down
225265_at	RBMS1	3.32E-05	down	up	up
233634_at	MARVELD3	3.34E-05	up	up	down
230010_at	KIAA1853	3.38E-05	up	up	up
237727_at		3.41E-05	down	up	up
1565951_s_at	CHML	3.41E-05	down	down	up
1553886_at	CCDC108	3.42E-05	down	up	up
211471_s_at	RAB36	3.42E-05	down	up	up
211064_at	ZNF493	3.46E-05	down	down	up
211975_at	ARFGAP2	3.46E-05	down	down	down
226648_at	HIF1AN	3.51E-05	down	down	down
227193_at		3.52E-05	down	down	down
235533_at	COX19	3.52E-05	up	down	down
1568623_a_at	SLC35E4	3.52E-05	up	down	down
226563_at	SMAD2	3.52E-05	down	up	up
233157_x_at	CCDC114	3.53E-05	down	up	up
229515_at	PAWR	3.54E-05	down	up	up
226717_at	LRTOMT	3.56E-05	down	up	up
205903_s_at	KCNN3	3.57E-05	up	up	up
202259_s_at	N4BP2L2	3.58E-05	down	down	down
211967_at	TMEM123	3.58E-05	down	up	up
204169_at	IMPDH1	3.58E-05	up	down	down
214616_at	HIST1H3E	3.58E-05	down	up	up
201206_s_at	RRBP1	3.59E-05	up	up	up
227224_at	RALGPS2	3.60E-05	down	up	up
1554531_at	TTC12	3.63E-05	down	down	up
228547_at	NRXN1	3.64E-05	down	down	down
203010_at	STAT5A	3.64E-05	down	down	down
223152_at	PPP1R12C	3.64E-05	up	down	down
243278_at	FOXP2	3.64E-05	down	up	up
239710_at	FIGN	3.66E-05	up	up	up
204920_at	CPS1	3.67E-05	up	up	down
