Affy-ID	gene	chromosomal locus	expression with respect to all cases	expression with respect to cases with +8 and normal
225803_at	FBXO32	8q24.13	present at least in one case	present at least in one case
214061_at	MGC21654	8q24.13	present at least in one case	present at least in one case
238045_at	LOC157378	8q24.13	present at least in one case	present at least in one case
223214_s_at	ZHX1	8q24.13	present at least in one case	present at least in one case
228401_at	PRO2000	8q24.13	present at least in one case	present at least in one case
203556_at	KIAA0854	8q24.13	present at least in one case	present at least in one case
222740_at	PRO2000	8q24.13	present at least in one case	present at least in one case
219060_at	FLJ10204	8q24.13	present at least in one case	present at least in one case
225702_at	ZHX1	8q24.13	present at least in one case	present at least in one case
241342_at	LOC157378	8q24.13	present at least in one case	present at least in one case
218782_s_at	PRO2000	8q24.13	present at least in one case	present at least in one case
218172_s_at	PRO2577	8q24.13	present at least in one case	present at least in one case
219299_at	FLJ20772	8q24.13	present at least in one case	present at least in one case
239586_at	MGC14128	8q24.13	present at least in one case	present at least in one case
223213_s_at	ZHX1	8q24.13	present at least in one case	present at least in one case
226536_at	FLJ32440	8q24.13	present at least in one case	present at least in one case
226294_x_at	FLJ23790	8q24.13	present at least in one case	present at least in one case
223231_at	CDA11	8q24.13	present at least in one case	present at least in one case
219402_s_at	MGC3067	8q24.13	present at least in one case	present at least in one case
222543_at	PRO2577	8q24.13	present at least in one case	present at least in one case
229872_s_at	FLJ23790	8q24.13	present at least in one case	present at least in one case
202241_at	C8FW	8q24.13	present at least in one case	present at least in one case
208323_s_at	ANXA13	8q24.1-q24.2	absent in all cases	absent in all cases
236533_at	DDEF1	8q24.1-q24.2	present at least in one case	present at least in one case
234305_s_at	MLZE	8q24.1-q24.2	present at least in one case	present at least in one case
221039_s_at	DDEF1	8q24.1-q24.2	present at least in one case	present at least in one case
224790_at	DDEF1	8q24.1-q24.2	present at least in one case	present at least in one case
224791_at	DDEF1	8q24.1-q24.2	present at least in one case	present at least in one case
224796_at	DDEF1	8q24.1-q24.2	present at least in one case	present at least in one case
211312_s_at	WISP1	8q24.1-q24.3	absent in all cases	absent in all cases
206796_at	WISP1	8q24.1-q24.3	present at least in one case	present at least in one case
205319_at	PSCA	8q24.2	absent in all cases	absent in all cases
230249_at	KHDRBS3	8q24.2	present at least in one case	present at least in one case
209781_s_at	KHDRBS3	8q24.2	present at least in one case	present at least in one case
220694_at	HSPC054	8q24.21	absent in all cases	absent in all cases
217916_s_at	BM-009	8q24.21	present at least in one case	present at least in one case
206483_at	TSLRP	8q24.22	present at least in one case	present at least in one case
225034_at	LOC286167	8q24.22	present at least in one case	present at least in one case
208322_s_at	SIAT4A	8q24.22	present at least in one case	present at least in one case
230098_at	FLJ21615	8q24.22	present at least in one case	present at least in one case
226564_at	ZNF406	8q24.22	present at least in one case	present at least in one case
212150_at	KIAA0143	8q24.22	present at least in one case	present at least in one case
225033_at	LOC286167	8q24.22	present at least in one case	present at least in one case
212149_at	KIAA0143	8q24.22	present at least in one case	present at least in one case
226942_at	FLJ21615	8q24.22	present at least in one case	present at least in one case
238429_at	FLJ33069	8q24.22	present at least in one case	present at least in one case
201638_s_at	CPSF1	8q24.23	absent in all cases	absent in all cases
201639_s_at	CPSF1	8q24.23	present at least in one case	present at least in one case
33132_at	CPSF1	8q24.23	present at least in one case	present at least in one case
203673_at	TG	8q24.2-q24.3	absent in all cases	absent in all cases
214510_at	GPR20	8q24.2-q24.3	absent in all cases	absent in all cases
209899_s_at	SIAHBP1	8q24.2-qtel	present at least in one case	present at least in one case
206709_x_at	GPT	8q24.3	absent in all cases	absent in all cases
207137_at	NFKBIL2	8q24.3	absent in all cases	absent in all cases
207644_at	FOXH1	8q24.3	absent in all cases	absent in all cases
208000_at	GML	8q24.3	absent in all cases	absent in all cases
208156_x_at	EPPK1	8q24.3	absent in all cases	absent in all cases
214536_at	ARS	8q24.3	absent in all cases	absent in all cases
214692_s_at	JRK	8q24.3	absent in all cases	absent in all cases
217146_at	JRK	8q24.3	absent in all cases	absent in all cases
218695_at	FLJ20591	8q24.3	absent in all cases	absent in all cases
218944_at	FLJ13852	8q24.3	absent in all cases	absent in all cases
221026_s_at	SCRT1	8q24.3	absent in all cases	absent in all cases
221380_at	HHCM	8q24.3	absent in all cases	absent in all cases
221672_s_at	MGC4737	8q24.3	absent in all cases	absent in all cases
223688_s_at	HSJ001348	8q24.3	absent in all cases	absent in all cases
224072_s_at	KCNK9	8q24.3	absent in all cases	absent in all cases
226401_at	FLJ14464	8q24.3	absent in all cases	absent in all cases
226708_at	PP3856	8q24.3	absent in all cases	absent in all cases
227876_at	KIAA1688	8q24.3	absent in all cases	absent in all cases
227898_s_at	FLJ38705	8q24.3	absent in all cases	absent in all cases
227902_at	FLJ38705	8q24.3	absent in all cases	absent in all cases
228524_at	LOC203054	8q24.3	absent in all cases	absent in all cases
228669_x_at	FLJ14464	8q24.3	absent in all cases	absent in all cases
228761_at	DKFZp547F072	8q24.3	absent in all cases	absent in all cases
230910_s_at	HSJ001348	8q24.3	absent in all cases	absent in all cases
231407_s_at	LOC90990	8q24.3	absent in all cases	absent in all cases
232076_at	LOC286075	8q24.3	absent in all cases	absent in all cases
232162_at	FLJ14129	8q24.3	absent in all cases	absent in all cases
232165_at	EPPK1	8q24.3	absent in all cases	absent in all cases
232498_at	KIAA1833	8q24.3	absent in all cases	absent in all cases
237362_at	FLJ38705	8q24.3	absent in all cases	absent in all cases
238083_at	FLJ14464	8q24.3	absent in all cases	absent in all cases
238364_x_at	GLI4	8q24.3	absent in all cases	absent in all cases
238399_x_at	LY6E	8q24.3	absent in all cases	absent in all cases
239416_at	FBXL6	8q24.3	absent in all cases	absent in all cases
243076_x_at	GLI4	8q24.3	absent in all cases	absent in all cases
218500_at	LOC51337	8q24.3	present at least in one case	absent in all cases
226792_s_at	LOC90990	8q24.3	present at least in one case	absent in all cases
238398_s_at	LY6E	8q24.3	present at least in one case	present at least in one case
235998_at	RHPN1	8q24.3	present at least in one case	present at least in one case
228873_at	COL22A1	8q24.3	present at least in one case	present at least in one case
227023_at	GLI4	8q24.3	present at least in one case	present at least in one case
227296_at	LOC113655	8q24.3	present at least in one case	present at least in one case
240617_at	NFKBIL2	8q24.3	present at least in one case	present at least in one case
220973_s_at	DKFZP434N1923	8q24.3	present at least in one case	present at least in one case
216309_x_at	JRK	8q24.3	present at least in one case	present at least in one case
232164_s_at	EPPK1	8q24.3	present at least in one case	present at least in one case
213858_at	MGC9718	8q24.3	present at least in one case	present at least in one case
220967_s_at	FLJ14129	8q24.3	present at least in one case	present at least in one case
219606_at	CGI-72	8q24.3	present at least in one case	present at least in one case
224001_at	LOC51059	8q24.3	present at least in one case	present at least in one case
222025_s_at	OPLAH	8q24.3	present at least in one case	present at least in one case
229945_at	LOC157542	8q24.3	present at least in one case	present at least in one case
225203_at	PPP1R16A	8q24.3	present at least in one case	present at least in one case
203495_at	KIAA0014	8q24.3	present at least in one case	present at least in one case
213520_at	RECQL4	8q24.3	present at least in one case	present at least in one case
210090_at	ARC	8q24.3	present at least in one case	present at least in one case
206188_at	KIAA0628	8q24.3	present at least in one case	present at least in one case
226754_at	LOC90987	8q24.3	present at least in one case	present at least in one case
206773_at	LY6H	8q24.3	present at least in one case	present at least in one case
208266_at	C8orf17	8q24.3	present at least in one case	present at least in one case
223687_s_at	HSJ001348	8q24.3	present at least in one case	present at least in one case
228405_at	RHPN1	8q24.3	present at least in one case	present at least in one case
214395_x_at	EEF1D	8q24.3	present at least in one case	present at least in one case
91684_g_at	FLJ20591	8q24.3	present at least in one case	present at least in one case
229758_at	TIGD5	8q24.3	present at least in one case	present at least in one case
213072_at	LOC157542	8q24.3	present at least in one case	present at least in one case
58696_at	FLJ20591	8q24.3	present at least in one case	present at least in one case
213756_s_at	HSF1	8q24.3	present at least in one case	present at least in one case
226791_at	LOC90990	8q24.3	present at least in one case	present at least in one case
219189_at	FBXL6	8q24.3	present at least in one case	present at least in one case
221629_x_at	LOC51236	8q24.3	present at least in one case	present at least in one case
222155_s_at	FLJ11856	8q24.3	present at least in one case	present at least in one case
32062_at	KIAA0014	8q24.3	present at least in one case	present at least in one case
216397_s_at	BOP1	8q24.3	present at least in one case	present at least in one case
243304_at	LOC286109	8q24.3	present at least in one case	present at least in one case
221836_s_at	MGC4737	8q24.3	present at least in one case	present at least in one case
223421_at	MGC13010	8q24.3	present at least in one case	present at least in one case
225598_at	KIAA1126	8q24.3	present at least in one case	present at least in one case
219801_at	MGC10520	8q24.3	present at least in one case	present at least in one case
225597_at	KIAA1126	8q24.3	present at least in one case	present at least in one case
213087_s_at	EEF1D	8q24.3	present at least in one case	present at least in one case
212974_at	KIAA0870	8q24.3	present at least in one case	present at least in one case
202145_at	LY6E	8q24.3	present at least in one case	present at least in one case
37872_at	JRK	8q24.3	present at least in one case	present at least in one case
213445_at	KIAA0150	8q24.3	present at least in one case	present at least in one case
201644_at	TSTA3	8q24.3	present at least in one case	present at least in one case
222133_s_at	CGI-72	8q24.3	present at least in one case	present at least in one case
219215_s_at	SLC39A4	8q24.3	present at least in one case	present at least in one case
218151_x_at	FLJ11856	8q24.3	present at least in one case	present at least in one case
231967_at	CGI-72	8q24.3	present at least in one case	present at least in one case
227523_s_at	CGI-72	8q24.3	present at least in one case	present at least in one case
202344_at	HSF1	8q24.3	present at least in one case	present at least in one case
212556_at	SCRIB	8q24.3	present at least in one case	present at least in one case
212563_at	BOP1	8q24.3	present at least in one case	present at least in one case
91682_at	FLJ20591	8q24.3	present at least in one case	present at least in one case
226707_at	PP3856	8q24.3	present at least in one case	present at least in one case
229350_x_at	FLJ14464	8q24.3	present at least in one case	present at least in one case
218154_at	FLJ12150	8q24.3	present at least in one case	present at least in one case
212090_at	VPS28	8q24.3	present at least in one case	present at least in one case
231764_at	CHRAC1	8q24.3	present at least in one case	present at least in one case
225802_at	TOP1MT	8q24.3	present at least in one case	present at least in one case
201618_x_at	GPAA1	8q24.3	present at least in one case	present at least in one case
219071_x_at	LOC51236	8q24.3	present at least in one case	present at least in one case
222998_at	MAF1	8q24.3	present at least in one case	present at least in one case
56829_at	MGC4737	8q24.3	present at least in one case	present at least in one case
211060_x_at	GPAA1	8q24.3	present at least in one case	present at least in one case
212975_at	KIAA0870	8q24.3	present at least in one case	present at least in one case
36936_at	TSTA3	8q24.3	present at least in one case	present at least in one case
215690_x_at	GPAA1	8q24.3	present at least in one case	present at least in one case
203831_at	LOC157542	8q24.3	present at least in one case	present at least in one case
201066_at	CYC1	8q24.3	present at least in one case	present at least in one case
218679_s_at	VPS28	8q24.3	present at least in one case	present at least in one case
203113_s_at	EEF1D	8q24.3	present at least in one case	present at least in one case
214394_x_at	EEF1D	8q24.3	present at least in one case	present at least in one case
200936_at	RPL8	8q24.3	present at least in one case	present at least in one case
206276_at	E48	8q24-qter	absent in all cases	absent in all cases
232640_at	HT002	8q24-qter	present at least in one case	present at least in one case
241453_at	PTK2	8q24-qter	present at least in one case	present at least in one case
223819_x_at	HT002	8q24-qter	present at least in one case	present at least in one case
208820_at	PTK2	8q24-qter	present at least in one case	present at least in one case
223198_x_at	HT002	8q24-qter	present at least in one case	present at least in one case
207821_s_at	PTK2	8q24-qter	present at least in one case	present at least in one case
224387_at	HT002	8q24-qter	present at least in one case	present at least in one case
203669_s_at	DGAT1	8qter	present at least in one case	present at least in one case
